#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
61420,43648700,BDV27DRAFT_10002,BDV27DRAFT_10002,-,-,Unknown,-,methyltransferase-domain-containing protein,protein-coding,-,-,-,methyltransferase-domain-containing protein,20210306,-
61420,43657507,BDV27DRAFT_160618,BDV27DRAFT_160618,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657508,BDV27DRAFT_160622,BDV27DRAFT_160622,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657509,BDV27DRAFT_160624,BDV27DRAFT_160624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657510,BDV27DRAFT_160627,BDV27DRAFT_160627,-,-,Unknown,-,glycoside hydrolase,protein-coding,-,-,-,glycoside hydrolase,20210306,-
61420,43657511,BDV27DRAFT_160629,BDV27DRAFT_160629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657512,BDV27DRAFT_160633,BDV27DRAFT_160633,-,-,Unknown,-,amino acid permease-domain-containing protein,protein-coding,-,-,-,amino acid permease-domain-containing protein,20201217,-
61420,43657513,BDV27DRAFT_160640,BDV27DRAFT_160640,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657514,BDV27DRAFT_160641,BDV27DRAFT_160641,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20201217,-
61420,43657515,BDV27DRAFT_160642,BDV27DRAFT_160642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657516,BDV27DRAFT_160645,BDV27DRAFT_160645,-,-,Unknown,-,serine hydrolase-domain-containing protein,protein-coding,-,-,-,serine hydrolase-domain-containing protein,20210306,-
61420,43657517,BDV27DRAFT_160649,BDV27DRAFT_160649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657518,BDV27DRAFT_160659,BDV27DRAFT_160659,-,-,Unknown,-,Cyanovirin-N,protein-coding,-,-,-,Cyanovirin-N,20210306,-
61420,43657519,BDV27DRAFT_160663,BDV27DRAFT_160663,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657520,BDV27DRAFT_160668,BDV27DRAFT_160668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657521,BDV27DRAFT_160671,BDV27DRAFT_160671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657522,BDV27DRAFT_160674,BDV27DRAFT_160674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657523,BDV27DRAFT_160677,BDV27DRAFT_160677,-,-,Unknown,-,aromatic prenyltransferase,protein-coding,-,-,-,aromatic prenyltransferase,20201217,-
61420,43657524,BDV27DRAFT_160678,BDV27DRAFT_160678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657525,BDV27DRAFT_160680,BDV27DRAFT_160680,-,-,Unknown,-,Metallo-dependent hydrolase,protein-coding,-,-,-,Metallo-dependent hydrolase,20210306,-
61420,43657526,BDV27DRAFT_160688,BDV27DRAFT_160688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657527,BDV27DRAFT_160698,BDV27DRAFT_160698,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43657528,BDV27DRAFT_160699,BDV27DRAFT_160699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657529,BDV27DRAFT_160702,BDV27DRAFT_160702,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
61420,43657530,BDV27DRAFT_160707,BDV27DRAFT_160707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657531,BDV27DRAFT_160710,BDV27DRAFT_160710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43657532,BDV27DRAFT_160723,BDV27DRAFT_160723,-,-,Unknown,-,tropomyosin,protein-coding,-,-,-,tropomyosin,20210306,-
61420,43657533,BDV27DRAFT_160727,BDV27DRAFT_160727,-,-,Unknown,-,EXS family-domain-containing protein,protein-coding,-,-,-,EXS family-domain-containing protein,20210306,-
61420,43657534,BDV27DRAFT_160729,BDV27DRAFT_160729,-,-,Unknown,-,ribonuclease H-like domain-containing protein,protein-coding,-,-,-,ribonuclease H-like domain-containing protein,20201217,-
61420,43657535,BDV27DRAFT_160737,BDV27DRAFT_160737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657536,BDV27DRAFT_160739,BDV27DRAFT_160739,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
61420,43657537,BDV27DRAFT_160754,BDV27DRAFT_160754,-,-,Unknown,-,"lethal giant larvae like, C-terminal-domain-containing protein",protein-coding,-,-,-,"lethal giant larvae like, C-terminal-domain-containing protein",20210306,-
61420,43657538,BDV27DRAFT_160761,BDV27DRAFT_160761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201201,-
61420,43657539,BDV27DRAFT_160763,BDV27DRAFT_160763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657540,BDV27DRAFT_160784,BDV27DRAFT_160784,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210306,-
61420,43657541,BDV27DRAFT_160793,BDV27DRAFT_160793,-,-,Unknown,-,heterokaryon incompatibility protein-domain-containing protein,protein-coding,-,-,-,heterokaryon incompatibility protein-domain-containing protein,20201217,-
61420,43657542,BDV27DRAFT_160798,BDV27DRAFT_160798,-,-,Unknown,-,glycosyl hydrolase family 61-domain-containing protein,protein-coding,-,-,-,glycosyl hydrolase family 61-domain-containing protein,20210306,-
61420,43657543,BDV27DRAFT_160799,BDV27DRAFT_160799,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
61420,43657544,BDV27DRAFT_160801,BDV27DRAFT_160801,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657545,BDV27DRAFT_160803,BDV27DRAFT_160803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657546,BDV27DRAFT_160805,BDV27DRAFT_160805,-,-,Unknown,-,nucleotide cyclase,protein-coding,-,-,-,nucleotide cyclase,20210306,-
61420,43657547,BDV27DRAFT_160806,BDV27DRAFT_160806,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657548,BDV27DRAFT_160809,BDV27DRAFT_160809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43657549,BDV27DRAFT_160810,BDV27DRAFT_160810,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657550,BDV27DRAFT_160811,BDV27DRAFT_160811,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43657551,BDV27DRAFT_160818,BDV27DRAFT_160818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657552,BDV27DRAFT_160819,BDV27DRAFT_160819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657553,BDV27DRAFT_160831,BDV27DRAFT_160831,-,-,Unknown,-,chaperonin 10-like protein,protein-coding,-,-,-,chaperonin 10-like protein,20201217,-
61420,43657554,BDV27DRAFT_160833,BDV27DRAFT_160833,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657555,BDV27DRAFT_160836,BDV27DRAFT_160836,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657556,BDV27DRAFT_160838,BDV27DRAFT_160838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657557,BDV27DRAFT_160839,BDV27DRAFT_160839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657558,BDV27DRAFT_160840,BDV27DRAFT_160840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657559,BDV27DRAFT_160845,BDV27DRAFT_160845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657560,BDV27DRAFT_160865,BDV27DRAFT_160865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657561,BDV27DRAFT_160871,BDV27DRAFT_160871,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
61420,43657562,BDV27DRAFT_160873,BDV27DRAFT_160873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657563,BDV27DRAFT_160880,BDV27DRAFT_160880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657564,BDV27DRAFT_160886,BDV27DRAFT_160886,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657565,BDV27DRAFT_160894,BDV27DRAFT_160894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657566,BDV27DRAFT_160897,BDV27DRAFT_160897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657567,BDV27DRAFT_160904,BDV27DRAFT_160904,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
61420,43657568,BDV27DRAFT_160905,BDV27DRAFT_160905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657569,BDV27DRAFT_160907,BDV27DRAFT_160907,-,-,Unknown,-,Hemopexin-like domain-containing protein,protein-coding,-,-,-,Hemopexin-like domain-containing protein,20210306,-
61420,43657570,BDV27DRAFT_160912,BDV27DRAFT_160912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657571,BDV27DRAFT_160917,BDV27DRAFT_160917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657572,BDV27DRAFT_160926,BDV27DRAFT_160926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657573,BDV27DRAFT_160927,BDV27DRAFT_160927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657574,BDV27DRAFT_160930,BDV27DRAFT_160930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657575,BDV27DRAFT_160948,BDV27DRAFT_160948,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210306,-
61420,43657576,BDV27DRAFT_160968,BDV27DRAFT_160968,-,-,Unknown,-,Alkaline protease 1,protein-coding,-,-,-,Alkaline protease 1,20210306,-
61420,43657577,BDV27DRAFT_160972,BDV27DRAFT_160972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657578,BDV27DRAFT_160975,BDV27DRAFT_160975,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657579,BDV27DRAFT_160976,BDV27DRAFT_160976,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657580,BDV27DRAFT_160978,BDV27DRAFT_160978,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657581,BDV27DRAFT_160985,BDV27DRAFT_160985,-,-,Unknown,-,necrosis inducing protein,protein-coding,-,-,-,necrosis inducing protein,20210306,-
61420,43657582,BDV27DRAFT_160988,BDV27DRAFT_160988,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20210306,-
61420,43657583,BDV27DRAFT_160989,BDV27DRAFT_160989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657584,BDV27DRAFT_160990,BDV27DRAFT_160990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657585,BDV27DRAFT_160991,BDV27DRAFT_160991,-,-,Unknown,-,putative MFS transporter,protein-coding,-,-,-,putative MFS transporter,20210306,-
61420,43657586,BDV27DRAFT_161004,BDV27DRAFT_161004,-,-,Unknown,-,Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein,protein-coding,-,-,-,Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein,20201217,-
61420,43657587,BDV27DRAFT_161006,BDV27DRAFT_161006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657588,BDV27DRAFT_161019,BDV27DRAFT_161019,-,-,Unknown,-,cryptococcal mannosyltransferase 1-domain-containing protein,protein-coding,-,-,-,cryptococcal mannosyltransferase 1-domain-containing protein,20210306,-
61420,43657589,BDV27DRAFT_161026,BDV27DRAFT_161026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657590,BDV27DRAFT_161027,BDV27DRAFT_161027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657591,BDV27DRAFT_161030,BDV27DRAFT_161030,-,-,Unknown,-,ankyrin repeat protein,protein-coding,-,-,-,ankyrin repeat protein,20201217,-
61420,43657592,BDV27DRAFT_161031,BDV27DRAFT_161031,-,-,Unknown,-,O-methyltransferase-domain-containing protein,protein-coding,-,-,-,O-methyltransferase-domain-containing protein,20210306,-
61420,43657593,BDV27DRAFT_161035,BDV27DRAFT_161035,-,-,Unknown,-,chalcone synthase B,protein-coding,-,-,-,chalcone synthase B,20210306,-
61420,43657594,BDV27DRAFT_161045,BDV27DRAFT_161045,-,-,Unknown,-,putative hydrolase,protein-coding,-,-,-,putative hydrolase,20210306,-
61420,43657595,BDV27DRAFT_161050,BDV27DRAFT_161050,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
61420,43657596,BDV27DRAFT_161053,BDV27DRAFT_161053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657597,BDV27DRAFT_161056,BDV27DRAFT_161056,-,-,Unknown,-,ring hydroxylating alpha subunit-domain-containing protein,protein-coding,-,-,-,ring hydroxylating alpha subunit-domain-containing protein,20201217,-
61420,43657598,BDV27DRAFT_161058,BDV27DRAFT_161058,-,-,Unknown,-,GMC oxidoreductase-domain-containing protein,protein-coding,-,-,-,GMC oxidoreductase-domain-containing protein,20210306,-
61420,43657599,BDV27DRAFT_161065,BDV27DRAFT_161065,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657600,BDV27DRAFT_161076,BDV27DRAFT_161076,-,-,Unknown,-,phosphatase 2A regulatory B subunit-domain-containing protein,protein-coding,-,-,-,phosphatase 2A regulatory B subunit-domain-containing protein,20210306,-
61420,43657601,BDV27DRAFT_161083,BDV27DRAFT_161083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657602,BDV27DRAFT_161107,BDV27DRAFT_161107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657603,BDV27DRAFT_161118,BDV27DRAFT_161118,-,-,Unknown,-,FAD binding domain-containing protein,protein-coding,-,-,-,FAD binding domain-containing protein,20210306,-
61420,43657604,BDV27DRAFT_161119,BDV27DRAFT_161119,-,-,Unknown,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,protein-coding,-,-,-,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,20201217,-
61420,43657605,BDV27DRAFT_161121,BDV27DRAFT_161121,-,-,Unknown,-,fumarylacetoacetate hydrolase family protein,protein-coding,-,-,-,fumarylacetoacetate hydrolase family protein,20201217,-
61420,43657606,BDV27DRAFT_161127,BDV27DRAFT_161127,-,-,Unknown,-,6-O-methylguanine DNA methyltransferase,protein-coding,-,-,-,6-O-methylguanine DNA methyltransferase,20210306,-
61420,43657607,BDV27DRAFT_161129,BDV27DRAFT_161129,-,-,Unknown,-,POT peptide transporter,protein-coding,-,-,-,POT peptide transporter,20210306,-
61420,43657608,BDV27DRAFT_161136,BDV27DRAFT_161136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43657609,BDV27DRAFT_161138,BDV27DRAFT_161138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657610,BDV27DRAFT_161144,BDV27DRAFT_161144,-,-,Unknown,-,putative pectate lyase A,protein-coding,-,-,-,putative pectate lyase A,20201217,-
61420,43657611,BDV27DRAFT_161148,BDV27DRAFT_161148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657612,BDV27DRAFT_161149,BDV27DRAFT_161149,-,-,Unknown,-,ceramidase,protein-coding,-,-,-,ceramidase,20210306,-
61420,43657613,BDV27DRAFT_161160,BDV27DRAFT_161160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657614,BDV27DRAFT_161161,BDV27DRAFT_161161,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
61420,43657615,BDV27DRAFT_161163,BDV27DRAFT_161163,-,-,Unknown,-,SEN1 N terminal-domain-containing protein,protein-coding,-,-,-,SEN1 N terminal-domain-containing protein,20210306,-
61420,43657616,BDV27DRAFT_161174,BDV27DRAFT_161174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657617,BDV27DRAFT_161187,BDV27DRAFT_161187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657618,BDV27DRAFT_161201,BDV27DRAFT_161201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657619,BDV27DRAFT_161204,BDV27DRAFT_161204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657620,BDV27DRAFT_161205,BDV27DRAFT_161205,-,-,Unknown,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",protein-coding,-,-,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",20201217,-
61420,43657621,BDV27DRAFT_161206,BDV27DRAFT_161206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657622,BDV27DRAFT_161207,BDV27DRAFT_161207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657623,BDV27DRAFT_161210,BDV27DRAFT_161210,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
61420,43657624,BDV27DRAFT_161212,BDV27DRAFT_161212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657625,BDV27DRAFT_161213,BDV27DRAFT_161213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657626,BDV27DRAFT_161214,BDV27DRAFT_161214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657627,BDV27DRAFT_161219,BDV27DRAFT_161219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657628,BDV27DRAFT_161223,BDV27DRAFT_161223,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
61420,43657629,BDV27DRAFT_161236,BDV27DRAFT_161236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43657630,BDV27DRAFT_161237,BDV27DRAFT_161237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43657631,BDV27DRAFT_161243,BDV27DRAFT_161243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43657632,BDV27DRAFT_161245,BDV27DRAFT_161245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657633,BDV27DRAFT_161246,BDV27DRAFT_161246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43657634,BDV27DRAFT_161247,BDV27DRAFT_161247,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210306,-
61420,43657635,BDV27DRAFT_161248,BDV27DRAFT_161248,-,-,Unknown,-,violaceus kinesin,protein-coding,-,-,-,violaceus kinesin,20201217,-
