#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1314785,63818182,LAESUDRAFT_100037,LAESUDRAFT_100037,-,-,Unknown,-,peroxisomal acyl-CoA-dehydrogenase,protein-coding,-,-,-,peroxisomal acyl-CoA-dehydrogenase,20210421,-
1314785,63824009,LAESUDRAFT_713548,LAESUDRAFT_713548,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824010,LAESUDRAFT_713550,LAESUDRAFT_713550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824011,LAESUDRAFT_713552,LAESUDRAFT_713552,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824012,LAESUDRAFT_713556,LAESUDRAFT_713556,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824013,LAESUDRAFT_713557,LAESUDRAFT_713557,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824014,LAESUDRAFT_713558,LAESUDRAFT_713558,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824015,LAESUDRAFT_713572,LAESUDRAFT_713572,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824016,LAESUDRAFT_713582,LAESUDRAFT_713582,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824017,LAESUDRAFT_713585,LAESUDRAFT_713585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824018,LAESUDRAFT_713594,LAESUDRAFT_713594,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824019,LAESUDRAFT_713601,LAESUDRAFT_713601,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824020,LAESUDRAFT_713635,LAESUDRAFT_713635,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824021,LAESUDRAFT_713639,LAESUDRAFT_713639,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824022,LAESUDRAFT_713654,LAESUDRAFT_713654,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824023,LAESUDRAFT_713656,LAESUDRAFT_713656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824024,LAESUDRAFT_713657,LAESUDRAFT_713657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824025,LAESUDRAFT_713658,LAESUDRAFT_713658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824026,LAESUDRAFT_713660,LAESUDRAFT_713660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824027,LAESUDRAFT_713662,LAESUDRAFT_713662,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824028,LAESUDRAFT_713663,LAESUDRAFT_713663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824029,LAESUDRAFT_713664,LAESUDRAFT_713664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824030,LAESUDRAFT_713667,LAESUDRAFT_713667,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824031,LAESUDRAFT_713670,LAESUDRAFT_713670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824032,LAESUDRAFT_713671,LAESUDRAFT_713671,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824033,LAESUDRAFT_713672,LAESUDRAFT_713672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824034,LAESUDRAFT_713673,LAESUDRAFT_713673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824035,LAESUDRAFT_713692,LAESUDRAFT_713692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824036,LAESUDRAFT_713693,LAESUDRAFT_713693,-,-,Unknown,-,glycoside hydrolase family 23 protein,protein-coding,-,-,-,glycoside hydrolase family 23 protein,20210421,-
1314785,63824037,LAESUDRAFT_713694,LAESUDRAFT_713694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824038,LAESUDRAFT_713699,LAESUDRAFT_713699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824039,LAESUDRAFT_713709,LAESUDRAFT_713709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824040,LAESUDRAFT_713746,LAESUDRAFT_713746,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824041,LAESUDRAFT_713769,LAESUDRAFT_713769,-,-,Unknown,-,Ribokinase-like protein,protein-coding,-,-,-,Ribokinase-like protein,20210421,-
1314785,63824042,LAESUDRAFT_713772,LAESUDRAFT_713772,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824043,LAESUDRAFT_713795,LAESUDRAFT_713795,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824044,LAESUDRAFT_713798,LAESUDRAFT_713798,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824045,LAESUDRAFT_713802,LAESUDRAFT_713802,-,-,Unknown,-,amine oxidase catalytic domain-containing protein,protein-coding,-,-,-,amine oxidase catalytic domain-containing protein,20210421,-
1314785,63824046,LAESUDRAFT_713803,LAESUDRAFT_713803,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824047,LAESUDRAFT_713805,LAESUDRAFT_713805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824048,LAESUDRAFT_713825,LAESUDRAFT_713825,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824049,LAESUDRAFT_713829,LAESUDRAFT_713829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824050,LAESUDRAFT_713835,LAESUDRAFT_713835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824051,LAESUDRAFT_713865,LAESUDRAFT_713865,-,-,Unknown,-,RNI-like protein,protein-coding,-,-,-,RNI-like protein,20210421,-
1314785,63824052,LAESUDRAFT_713881,LAESUDRAFT_713881,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824053,LAESUDRAFT_713895,LAESUDRAFT_713895,-,-,Unknown,-,acetyl-CoA synthetase-like protein,protein-coding,-,-,-,acetyl-CoA synthetase-like protein,20210421,-
1314785,63824054,LAESUDRAFT_713904,LAESUDRAFT_713904,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824055,LAESUDRAFT_713923,LAESUDRAFT_713923,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824056,LAESUDRAFT_713984,LAESUDRAFT_713984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824057,LAESUDRAFT_713986,LAESUDRAFT_713986,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824058,LAESUDRAFT_713987,LAESUDRAFT_713987,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824059,LAESUDRAFT_713993,LAESUDRAFT_713993,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824060,LAESUDRAFT_714004,LAESUDRAFT_714004,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824061,LAESUDRAFT_714024,LAESUDRAFT_714024,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824062,LAESUDRAFT_714028,LAESUDRAFT_714028,-,-,Unknown,-,polyketide synthase,protein-coding,-,-,-,polyketide synthase,20210421,-
1314785,63824063,LAESUDRAFT_714056,LAESUDRAFT_714056,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824064,LAESUDRAFT_714057,LAESUDRAFT_714057,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824065,LAESUDRAFT_714058,LAESUDRAFT_714058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824066,LAESUDRAFT_714060,LAESUDRAFT_714060,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824067,LAESUDRAFT_714062,LAESUDRAFT_714062,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824068,LAESUDRAFT_714063,LAESUDRAFT_714063,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824069,LAESUDRAFT_714070,LAESUDRAFT_714070,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824070,LAESUDRAFT_714077,LAESUDRAFT_714077,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824071,LAESUDRAFT_714093,LAESUDRAFT_714093,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824072,LAESUDRAFT_714095,LAESUDRAFT_714095,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210421,-
1314785,63824073,LAESUDRAFT_714127,LAESUDRAFT_714127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824074,LAESUDRAFT_714137,LAESUDRAFT_714137,-,-,Unknown,-,phospholipid-translocating P-type ATPase,protein-coding,-,-,-,phospholipid-translocating P-type ATPase,20210421,-
1314785,63824075,LAESUDRAFT_714140,LAESUDRAFT_714140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824076,LAESUDRAFT_714142,LAESUDRAFT_714142,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824077,LAESUDRAFT_714143,LAESUDRAFT_714143,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824078,LAESUDRAFT_714144,LAESUDRAFT_714144,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824079,LAESUDRAFT_714145,LAESUDRAFT_714145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824080,LAESUDRAFT_714151,LAESUDRAFT_714151,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210421,-
1314785,63824081,LAESUDRAFT_714181,LAESUDRAFT_714181,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824082,LAESUDRAFT_714208,LAESUDRAFT_714208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824083,LAESUDRAFT_714233,LAESUDRAFT_714233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824084,LAESUDRAFT_714246,LAESUDRAFT_714246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824085,LAESUDRAFT_714265,LAESUDRAFT_714265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824086,LAESUDRAFT_714273,LAESUDRAFT_714273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824087,LAESUDRAFT_714275,LAESUDRAFT_714275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824088,LAESUDRAFT_714276,LAESUDRAFT_714276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824089,LAESUDRAFT_714280,LAESUDRAFT_714280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824090,LAESUDRAFT_714291,LAESUDRAFT_714291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824091,LAESUDRAFT_714293,LAESUDRAFT_714293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824092,LAESUDRAFT_714294,LAESUDRAFT_714294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824093,LAESUDRAFT_714296,LAESUDRAFT_714296,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210421,-
1314785,63824094,LAESUDRAFT_714352,LAESUDRAFT_714352,-,-,Unknown,-,polyubiquitin-tagged protein recognition complex Npl4 component,protein-coding,-,-,-,polyubiquitin-tagged protein recognition complex Npl4 component,20210421,-
1314785,63824095,LAESUDRAFT_714408,LAESUDRAFT_714408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824096,LAESUDRAFT_714427,LAESUDRAFT_714427,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824097,LAESUDRAFT_714458,LAESUDRAFT_714458,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824098,LAESUDRAFT_714485,LAESUDRAFT_714485,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824099,LAESUDRAFT_714498,LAESUDRAFT_714498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824100,LAESUDRAFT_714508,LAESUDRAFT_714508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824101,LAESUDRAFT_714511,LAESUDRAFT_714511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824102,LAESUDRAFT_714526,LAESUDRAFT_714526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824103,LAESUDRAFT_714528,LAESUDRAFT_714528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824104,LAESUDRAFT_714531,LAESUDRAFT_714531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824105,LAESUDRAFT_714538,LAESUDRAFT_714538,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824106,LAESUDRAFT_714546,LAESUDRAFT_714546,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824107,LAESUDRAFT_714554,LAESUDRAFT_714554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824108,LAESUDRAFT_714572,LAESUDRAFT_714572,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824109,LAESUDRAFT_714593,LAESUDRAFT_714593,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824110,LAESUDRAFT_714612,LAESUDRAFT_714612,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210421,-
1314785,63824111,LAESUDRAFT_714653,LAESUDRAFT_714653,-,-,Unknown,-,Endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/exonuclease/phosphatase,20210421,-
1314785,63824112,LAESUDRAFT_714687,LAESUDRAFT_714687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824113,LAESUDRAFT_714688,LAESUDRAFT_714688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824114,LAESUDRAFT_714691,LAESUDRAFT_714691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824115,LAESUDRAFT_714692,LAESUDRAFT_714692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824116,LAESUDRAFT_714693,LAESUDRAFT_714693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824117,LAESUDRAFT_714723,LAESUDRAFT_714723,-,-,Unknown,-,putative aminoadipate reductase,protein-coding,-,-,-,putative aminoadipate reductase,20210421,-
1314785,63824118,LAESUDRAFT_714724,LAESUDRAFT_714724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824119,LAESUDRAFT_714741,LAESUDRAFT_714741,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824120,LAESUDRAFT_714743,LAESUDRAFT_714743,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824121,LAESUDRAFT_714771,LAESUDRAFT_714771,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824122,LAESUDRAFT_714805,LAESUDRAFT_714805,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824123,LAESUDRAFT_714838,LAESUDRAFT_714838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824124,LAESUDRAFT_714862,LAESUDRAFT_714862,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824125,LAESUDRAFT_714890,LAESUDRAFT_714890,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824126,LAESUDRAFT_714903,LAESUDRAFT_714903,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824127,LAESUDRAFT_714911,LAESUDRAFT_714911,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824128,LAESUDRAFT_714913,LAESUDRAFT_714913,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824129,LAESUDRAFT_714932,LAESUDRAFT_714932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824130,LAESUDRAFT_714945,LAESUDRAFT_714945,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824131,LAESUDRAFT_714977,LAESUDRAFT_714977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824132,LAESUDRAFT_714984,LAESUDRAFT_714984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824133,LAESUDRAFT_714995,LAESUDRAFT_714995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824134,LAESUDRAFT_714997,LAESUDRAFT_714997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824135,LAESUDRAFT_715000,LAESUDRAFT_715000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824136,LAESUDRAFT_715002,LAESUDRAFT_715002,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824137,LAESUDRAFT_715010,LAESUDRAFT_715010,-,-,Unknown,-,transcription initiation factor IIE subunit beta,protein-coding,-,-,-,transcription initiation factor IIE subunit beta,20210421,-
1314785,63824138,LAESUDRAFT_715013,LAESUDRAFT_715013,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824139,LAESUDRAFT_715015,LAESUDRAFT_715015,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824140,LAESUDRAFT_715017,LAESUDRAFT_715017,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824141,LAESUDRAFT_715033,LAESUDRAFT_715033,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824142,LAESUDRAFT_715083,LAESUDRAFT_715083,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63824143,LAESUDRAFT_715100,LAESUDRAFT_715100,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
