#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
10228,4126647,ATP6,-,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20200911,-
10228,6754957,TRIADDRAFT_57485,TRIADDRAFT_57485,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754958,TRIADDRAFT_57486,TRIADDRAFT_57486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754959,TRIADDRAFT_57487,TRIADDRAFT_57487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754960,TRIADDRAFT_64016,TRIADDRAFT_64016,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754961,TRIADDRAFT_57489,TRIADDRAFT_57489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754962,TRIADDRAFT_57490,TRIADDRAFT_57490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754963,TRIADDRAFT_26275,TRIADDRAFT_26275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754964,TRIADDRAFT_5728,TRIADDRAFT_5728,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754965,TRIADDRAFT_57497,TRIADDRAFT_57497,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754966,TRIADDRAFT_57498,TRIADDRAFT_57498,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754967,TRIADDRAFT_57499,TRIADDRAFT_57499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754968,TRIADDRAFT_57500,TRIADDRAFT_57500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754969,TRIADDRAFT_64017,TRIADDRAFT_64017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754970,TRIADDRAFT_57502,TRIADDRAFT_57502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754971,TRIADDRAFT_57503,TRIADDRAFT_57503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754972,TRIADDRAFT_57505,TRIADDRAFT_57505,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754973,TRIADDRAFT_57512,TRIADDRAFT_57512,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754974,TRIADDRAFT_57515,TRIADDRAFT_57515,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754975,TRIADDRAFT_5608,TRIADDRAFT_5608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754976,TRIADDRAFT_57523,TRIADDRAFT_57523,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754977,TRIADDRAFT_26585,TRIADDRAFT_26585,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754978,TRIADDRAFT_57527,TRIADDRAFT_57527,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754979,TRIADDRAFT_57528,TRIADDRAFT_57528,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754980,TRIADDRAFT_26973,TRIADDRAFT_26973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754981,TRIADDRAFT_7752,TRIADDRAFT_7752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754982,TRIADDRAFT_57533,TRIADDRAFT_57533,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754983,TRIADDRAFT_66402,TRIADDRAFT_66402,-,-,Unknown,-,syntaxin 1.4,protein-coding,-,-,-,syntaxin 1.4,20200911,-
10228,6754984,TRIADDRAFT_37861,TRIADDRAFT_37861,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754985,TRIADDRAFT_27180,TRIADDRAFT_27180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754986,TRIADDRAFT_57541,TRIADDRAFT_57541,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754987,TRIADDRAFT_57542,TRIADDRAFT_57542,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754988,TRIADDRAFT_26270,TRIADDRAFT_26270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754989,TRIADDRAFT_26340,TRIADDRAFT_26340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754990,TRIADDRAFT_57547,TRIADDRAFT_57547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754991,TRIADDRAFT_57548,TRIADDRAFT_57548,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6754992,TRIADDRAFT_26627,TRIADDRAFT_26627,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754993,TRIADDRAFT_27169,TRIADDRAFT_27169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754994,TRIADDRAFT_57553,TRIADDRAFT_57553,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754995,TRIADDRAFT_64020,TRIADDRAFT_64020,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6754996,TRIADDRAFT_26273,TRIADDRAFT_26273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754997,TRIADDRAFT_57562,TRIADDRAFT_57562,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754998,TRIADDRAFT_57563,TRIADDRAFT_57563,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6754999,TRIADDRAFT_57566,TRIADDRAFT_57566,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755000,TRIADDRAFT_57567,TRIADDRAFT_57567,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755001,TRIADDRAFT_4004,TRIADDRAFT_4004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755002,TRIADDRAFT_26667,TRIADDRAFT_26667,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755003,TRIADDRAFT_57573,TRIADDRAFT_57573,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755004,TRIADDRAFT_57577,TRIADDRAFT_57577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755005,TRIADDRAFT_27286,TRIADDRAFT_27286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755006,TRIADDRAFT_57588,TRIADDRAFT_57588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755007,TRIADDRAFT_57589,TRIADDRAFT_57589,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755008,TRIADDRAFT_26633,TRIADDRAFT_26633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755009,TRIADDRAFT_26618,TRIADDRAFT_26618,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755010,TRIADDRAFT_57591,TRIADDRAFT_57591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755011,TRIADDRAFT_27138,TRIADDRAFT_27138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755012,TRIADDRAFT_14672,TRIADDRAFT_14672,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755013,TRIADDRAFT_26206,TRIADDRAFT_26206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755014,TRIADDRAFT_57593,TRIADDRAFT_57593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755015,TRIADDRAFT_26146,TRIADDRAFT_26146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755016,TRIADDRAFT_64025,TRIADDRAFT_64025,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6755017,TRIADDRAFT_26462,TRIADDRAFT_26462,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755018,TRIADDRAFT_57597,TRIADDRAFT_57597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755019,TRIADDRAFT_57598,TRIADDRAFT_57598,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755020,TRIADDRAFT_57599,TRIADDRAFT_57599,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755021,TRIADDRAFT_18052,TRIADDRAFT_18052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755022,TRIADDRAFT_57602,TRIADDRAFT_57602,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755023,TRIADDRAFT_57603,TRIADDRAFT_57603,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755024,TRIADDRAFT_57604,TRIADDRAFT_57604,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755025,TRIADDRAFT_27270,TRIADDRAFT_27270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755026,TRIADDRAFT_26280,TRIADDRAFT_26280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755027,TRIADDRAFT_57608,TRIADDRAFT_57608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755028,TRIADDRAFT_26388,TRIADDRAFT_26388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755029,TRIADDRAFT_16598,TRIADDRAFT_16598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755030,TRIADDRAFT_57613,TRIADDRAFT_57613,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755031,TRIADDRAFT_57615,TRIADDRAFT_57615,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755032,TRIADDRAFT_64028,TRIADDRAFT_64028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755033,TRIADDRAFT_57617,TRIADDRAFT_57617,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755034,TRIADDRAFT_57621,TRIADDRAFT_57621,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755035,TRIADDRAFT_26287,TRIADDRAFT_26287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755036,TRIADDRAFT_57624,TRIADDRAFT_57624,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755037,TRIADDRAFT_57625,TRIADDRAFT_57625,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755038,TRIADDRAFT_26220,TRIADDRAFT_26220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755039,TRIADDRAFT_8100,TRIADDRAFT_8100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755040,TRIADDRAFT_57627,TRIADDRAFT_57627,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755041,TRIADDRAFT_57628,TRIADDRAFT_57628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755042,TRIADDRAFT_57629,TRIADDRAFT_57629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755043,TRIADDRAFT_57630,TRIADDRAFT_57630,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755044,TRIADDRAFT_26263,TRIADDRAFT_26263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755045,TRIADDRAFT_26333,TRIADDRAFT_26333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755046,TRIADDRAFT_57643,TRIADDRAFT_57643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755047,TRIADDRAFT_57645,TRIADDRAFT_57645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755048,TRIADDRAFT_15161,TRIADDRAFT_15161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755049,TRIADDRAFT_57650,TRIADDRAFT_57650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755050,TRIADDRAFT_57654,TRIADDRAFT_57654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755051,TRIADDRAFT_57655,TRIADDRAFT_57655,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755052,TRIADDRAFT_27335,TRIADDRAFT_27335,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755053,TRIADDRAFT_57658,TRIADDRAFT_57658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755054,TRIADDRAFT_26984,TRIADDRAFT_26984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755055,TRIADDRAFT_57662,TRIADDRAFT_57662,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755056,TRIADDRAFT_57665,TRIADDRAFT_57665,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755057,TRIADDRAFT_26341,TRIADDRAFT_26341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755058,TRIADDRAFT_26370,TRIADDRAFT_26370,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755059,TRIADDRAFT_50430,TRIADDRAFT_50430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755060,TRIADDRAFT_57671,TRIADDRAFT_57671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755061,TRIADDRAFT_50431,TRIADDRAFT_50431,-,-,Unknown,-,Cdc42hs complexed with A peptide derived from P-21 activated kinase,protein-coding,-,-,-,Cdc42hs complexed with A peptide derived from P-21 activated kinase,20200911,-
10228,6755062,TRIADDRAFT_57674,TRIADDRAFT_57674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755063,TRIADDRAFT_64032,TRIADDRAFT_64032,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6755064,TRIADDRAFT_26327,TRIADDRAFT_26327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755065,TRIADDRAFT_57681,TRIADDRAFT_57681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755066,TRIADDRAFT_13451,TRIADDRAFT_13451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755067,TRIADDRAFT_26725,TRIADDRAFT_26725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755068,TRIADDRAFT_50432,TRIADDRAFT_50432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755069,TRIADDRAFT_57686,TRIADDRAFT_57686,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755070,TRIADDRAFT_64035,TRIADDRAFT_64035,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6755071,TRIADDRAFT_57690,TRIADDRAFT_57690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755072,TRIADDRAFT_57691,TRIADDRAFT_57691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755073,TRIADDRAFT_26925,TRIADDRAFT_26925,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755074,TRIADDRAFT_57697,TRIADDRAFT_57697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755075,TRIADDRAFT_26445,TRIADDRAFT_26445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755076,TRIADDRAFT_57705,TRIADDRAFT_57705,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755077,TRIADDRAFT_26265,TRIADDRAFT_26265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755078,TRIADDRAFT_64040,TRIADDRAFT_64040,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6755079,TRIADDRAFT_57715,TRIADDRAFT_57715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755080,TRIADDRAFT_64041,TRIADDRAFT_64041,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755081,TRIADDRAFT_57718,TRIADDRAFT_57718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755082,TRIADDRAFT_50434,TRIADDRAFT_50434,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755083,TRIADDRAFT_57722,TRIADDRAFT_57722,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755084,TRIADDRAFT_57727,TRIADDRAFT_57727,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755085,TRIADDRAFT_57729,TRIADDRAFT_57729,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755086,TRIADDRAFT_37896,TRIADDRAFT_37896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755087,TRIADDRAFT_57735,TRIADDRAFT_57735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755088,TRIADDRAFT_37901,TRIADDRAFT_37901,-,-,Unknown,-,gabarap protein,protein-coding,-,-,-,gabarap protein,20200911,-
10228,6755089,TRIADDRAFT_57742,TRIADDRAFT_57742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755090,TRIADDRAFT_57743,TRIADDRAFT_57743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755091,TRIADDRAFT_57745,TRIADDRAFT_57745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755092,TRIADDRAFT_57750,TRIADDRAFT_57750,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6755093,TRIADDRAFT_6339,TRIADDRAFT_6339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755094,TRIADDRAFT_57753,TRIADDRAFT_57753,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755095,TRIADDRAFT_57756,TRIADDRAFT_57756,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755096,TRIADDRAFT_27001,TRIADDRAFT_27001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755097,TRIADDRAFT_26634,TRIADDRAFT_26634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755098,TRIADDRAFT_57770,TRIADDRAFT_57770,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755099,TRIADDRAFT_26635,TRIADDRAFT_26635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755100,TRIADDRAFT_26794,TRIADDRAFT_26794,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755101,TRIADDRAFT_57775,TRIADDRAFT_57775,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755102,TRIADDRAFT_57776,TRIADDRAFT_57776,-,-,Unknown,-,predicted protein,protein-coding,-,-,-,predicted protein,20200911,-
10228,6755103,TRIADDRAFT_57779,TRIADDRAFT_57779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755104,TRIADDRAFT_64050,TRIADDRAFT_64050,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6755105,TRIADDRAFT_57021,TRIADDRAFT_57021,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755106,TRIADDRAFT_57022,TRIADDRAFT_57022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755107,TRIADDRAFT_57785,TRIADDRAFT_57785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755108,TRIADDRAFT_64051,TRIADDRAFT_64051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755109,TRIADDRAFT_57787,TRIADDRAFT_57787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6755110,TRIADDRAFT_27999,TRIADDRAFT_27999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
