#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
273057,1452661,SSO_RS12725,SSO_RS12725,SSO2622,-,-,-,hotdog fold thioesterase,protein-coding,-,-,-,hotdog fold thioesterase,20210424,-
273057,1454257,SSO_RS06065,SSO_RS06065,SSO1233,-,-,-,aromatic/alkene monooxygenase hydroxylase subunit beta,protein-coding,-,-,-,aromatic/alkene monooxygenase hydroxylase subunit beta,20210308,-
273057,1454258,SSO_RS06070,SSO_RS06070,SSO1234,-,-,-,metal-sulfur cluster assembly factor,protein-coding,-,-,-,metal-sulfur cluster assembly factor,20210308,-
273057,1454261,SSO_RS06080,SSO_RS06080,SSO1238,-,-,-,IS630-like element ISC1048 family transposase,protein-coding,-,-,-,IS630-like element ISC1048 family transposase,20210308,-
273057,1454264,SSO_RS06095,SSO_RS06095,SSO1243,-,-,-,PIN domain-containing protein,protein-coding,-,-,-,PIN domain-containing protein,20210308,-
273057,1454267,SSO_RS06110,SSO_RS06110,SSO1245,-,-,-,ISH3 family transposase,protein-coding,-,-,-,ISH3 family transposase,20210417,-
273057,1454268,SSO_RS06115,SSO_RS06115,SSO1250,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454269,SSO_RS06120,SSO_RS06120,SSO1251,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20210417,-
273057,1454270,SSO_RS06125,SSO_RS06125,SSO1252,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20210308,-
273057,1454271,SSO_RS06130,SSO_RS06130,SSO1253,-,-,-,PaaI family thioesterase,protein-coding,-,-,-,PaaI family thioesterase,20210308,-
273057,1454272,SSO_RS06135,SSO_RS06135,SSO1254,-,-,-,CoA ester lyase,protein-coding,-,-,-,CoA ester lyase,20210308,-
273057,1454273,SSO_RS06140,SSO_RS06140,SSO1255,-,-,-,GntR family transcriptional regulator,protein-coding,-,-,-,GntR family transcriptional regulator,20210417,-
273057,1454275,SSO_RS06155,SSO_RS06155,SSO1258,-,-,-,mandelate racemase/muconate lactonizing enzyme family protein,protein-coding,-,-,-,mandelate racemase/muconate lactonizing enzyme family protein,20210308,-
273057,1454276,SSO_RS06160,SSO_RS06160,SSO1259,-,-,-,UxaA family hydrolase,protein-coding,-,-,-,UxaA family hydrolase,20210308,-
273057,1454277,SSO_RS06165,SSO_RS06165,SSO1260,-,-,-,UxaA family hydrolase,protein-coding,-,-,-,UxaA family hydrolase,20210308,-
273057,1454278,SSO_RS06170,SSO_RS06170,SSO1261,-,-,-,LOG family protein,protein-coding,-,-,-,LOG family protein,20210417,-
273057,1454279,SSO_RS06175,SSO_RS06175,SSO1262,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454282,SSO_RS06195,SSO_RS06195,SSO1265,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454283,SSO_RS06200,SSO_RS06200,SSO1266,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210308,-
273057,1454284,glmS,SSO_RS06205,SSO1268,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),protein-coding,-,-,-,glutamine--fructose-6-phosphate transaminase (isomerizing),20210308,-
273057,1454285,SSO_RS06210,SSO_RS06210,SSO1269,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454286,SSO_RS06215,SSO_RS06215,SSO1270,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454287,SSO_RS06220,SSO_RS06220,SSO1271,-,-,-,alanyl-tRNA editing protein AlaX,protein-coding,-,-,-,alanyl-tRNA editing protein AlaX,20210308,-
273057,1454288,SSO_RS06225,SSO_RS06225,SSO1272,-,-,-,DUF871 family protein,protein-coding,-,-,-,DUF871 family protein,20210308,-
273057,1454289,SSO_RS06230,SSO_RS06230,SSO1273,-,-,-,peptide ABC transporter substrate-binding protein,protein-coding,-,-,-,peptide ABC transporter substrate-binding protein,20210308,-
273057,1454290,SSO_RS06235,SSO_RS06235,SSO1274,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210308,-
273057,1454291,SSO_RS06240,SSO_RS06240,SSO1275,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210417,-
273057,1454292,SSO_RS06245,SSO_RS06245,SSO1276,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210417,-
273057,1454293,SSO_RS06250,SSO_RS06250,SSO1277,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210417,-
273057,1454294,SSO_RS06260,SSO_RS06260,SSO1278,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454295,SSO_RS06265,SSO_RS06265,SSO1279,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454296,SSO_RS06270,SSO_RS06270,SSO1280,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
273057,1454297,SSO_RS06275,SSO_RS06275,SSO1281,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454298,SSO_RS06280,SSO_RS06280,SSO1282,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210417,-
273057,1454299,SSO_RS06285,SSO_RS06285,SSO1283,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210417,-
273057,1454300,SSO_RS06290,SSO_RS06290,SSO1284,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210417,-
273057,1454301,SSO_RS06295,SSO_RS06295,SSO7578,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,1454302,SSO_RS06300,SSO_RS06300,SSO1285,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454304,SSO_RS06305,SSO_RS06305,SSO1287,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454305,SSO_RS06310,SSO_RS06310,SSO1288,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210417,-
273057,1454306,SSO_RS06315,SSO_RS06315,SSO1289,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210417,-
273057,1454307,SSO_RS06320,SSO_RS06320,SSO1290,-,-,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20210417,-
273057,1454308,SSO_RS06325,SSO_RS06325,SSO1291,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20210308,-
273057,1454309,SSO_RS06330,SSO_RS06330,SSO1292,-,-,-,XdhC family protein,protein-coding,-,-,-,XdhC family protein,20210417,-
273057,1454311,SSO_RS06345,SSO_RS06345,SSO1294,-,-,-,ParA family protein,protein-coding,-,-,-,ParA family protein,20210417,-
273057,1454313,SSO_RS06350,SSO_RS06350,SSO1297,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210312,-
273057,1454314,SSO_RS06355,SSO_RS06355,SSO1298,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454315,SSO_RS06360,SSO_RS06360,SSO1299,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210417,-
273057,1454316,SSO_RS06370,SSO_RS06370,SSO1300,-,-,-,NAD(P)-dependent alcohol dehydrogenase,protein-coding,-,-,-,NAD(P)-dependent alcohol dehydrogenase,20210417,-
273057,1454317,SSO_RS06375,SSO_RS06375,SSO1302,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454319,SSO_RS06380,SSO_RS06380,SSO1303,-,-,-,L-rhamnonate dehydratase,protein-coding,-,-,-,L-rhamnonate dehydratase,20210308,-
273057,1454320,SSO_RS06385,SSO_RS06385,SSO1305,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210308,-
273057,1454321,SSO_RS06390,SSO_RS06390,SSO1306,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210308,-
273057,1454322,SSO_RS06400,SSO_RS06400,SSO1307,-,-,-,magnesium transporter CorA family protein,protein-coding,-,-,-,magnesium transporter CorA family protein,20210308,-
273057,1454323,SSO_RS06405,SSO_RS06405,SSO1308,-,-,-,circularly permuted type 2 ATP-grasp protein,protein-coding,-,-,-,circularly permuted type 2 ATP-grasp protein,20210308,-
273057,1454324,SSO_RS06410,SSO_RS06410,SSO1309,-,-,-,transglutaminase family protein,protein-coding,-,-,-,transglutaminase family protein,20210417,-
273057,1454325,SSO_RS06415,SSO_RS06415,SSO1310,-,-,-,alpha-E domain-containing protein,protein-coding,-,-,-,alpha-E domain-containing protein,20210308,-
273057,1454326,SSO_RS06420,SSO_RS06420,SSO1311,-,-,-,enoyl-CoA hydratase/isomerase family protein,protein-coding,-,-,-,enoyl-CoA hydratase/isomerase family protein,20210308,-
273057,1454327,SSO_RS06425,SSO_RS06425,SSO1312,-,-,-,phenylacetate-CoA oxygenase subunit PaaI,protein-coding,-,-,-,phenylacetate-CoA oxygenase subunit PaaI,20210308,-
273057,1454328,SSO_RS06430,SSO_RS06430,SSO1313,-,-,-,phenylacetate-CoA oxygenase subunit PaaI,protein-coding,-,-,-,phenylacetate-CoA oxygenase subunit PaaI,20210308,-
273057,1454329,SSO_RS06435,SSO_RS06435,SSO1314,-,-,-,benzoate-CoA ligase family protein,protein-coding,-,-,-,benzoate-CoA ligase family protein,20210417,-
273057,1454330,SSO_RS06440,SSO_RS06440,SSO1315,-,-,-,transcriptional regulator PaaX,protein-coding,-,-,-,transcriptional regulator PaaX,20210308,-
273057,1454333,SSO_RS06450,SSO_RS06450,SSO1317,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,1454335,SSO_RS06455,SSO_RS06455,SSO1318,-,-,-,ABC transporter permease,protein-coding,-,-,-,ABC transporter permease,20210308,-
273057,1454336,SSO_RS06460,SSO_RS06460,SSO1319,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210417,-
273057,1454337,SSO_RS06465,SSO_RS06465,SSO1320,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454338,SSO_RS06470,SSO_RS06470,SSO1321,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1454339,ilvC,SSO_RS06475,SSO1322,-,-,-,ketol-acid reductoisomerase,protein-coding,-,-,-,ketol-acid reductoisomerase,20210308,-
273057,1454340,thiC,SSO_RS06480,SSO1324,-,-,-,phosphomethylpyrimidine synthase ThiC,protein-coding,-,-,-,phosphomethylpyrimidine synthase ThiC,20210417,-
273057,1454341,SSO_RS06485,SSO_RS06485,SSO1325,-,-,-,DNA double-strand break repair nuclease NurA,protein-coding,-,-,-,DNA double-strand break repair nuclease NurA,20210417,-
273057,1454342,SSO_RS06490,SSO_RS06490,SSO1327,-,-,-,DUF87 domain-containing protein,protein-coding,-,-,-,DUF87 domain-containing protein,20210313,-
273057,1454343,SSO_RS06495,SSO_RS06495,SSO1328,-,-,-,McrB family protein,protein-coding,-,-,-,McrB family protein,20210417,-
273057,1454344,SSO_RS06500,SSO_RS06500,SSO1329,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454348,SSO_RS06525,SSO_RS06525,SSO1331,-,-,-,DUF2075 domain-containing protein,protein-coding,-,-,-,DUF2075 domain-containing protein,20210417,-
273057,1454350,aceA,SSO_RS06530,SSO1333,-,-,-,isocitrate lyase,protein-coding,-,-,-,isocitrate lyase,20210308,-
273057,1454351,SSO_RS06535,SSO_RS06535,SSO1334,-,-,-,malate synthase,protein-coding,-,-,-,malate synthase,20210308,-
273057,1454352,SSO_RS06540,SSO_RS06540,SSO1335,-,-,-,IS607-like element ISC1904 family transposase,protein-coding,-,-,-,IS607-like element ISC1904 family transposase,20210308,-
273057,1454353,SSO_RS06545,SSO_RS06545,SSO1336,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,1454354,SSO_RS06550,SSO_RS06550,SSO1338,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454355,SSO_RS06555,SSO_RS06555,SSO1340,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454356,SSO_RS06560,SSO_RS06560,SSO1341,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,1454357,SSO_RS06565,SSO_RS06565,SSO1342,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454358,SSO_RS06570,SSO_RS06570,SSO1343,-,-,-,CoA transferase,protein-coding,-,-,-,CoA transferase,20210308,-
273057,1454359,SSO_RS06580,SSO_RS06580,SSO1344,-,-,-,PD-(D/E)XK nuclease family protein,protein-coding,-,-,-,PD-(D/E)XK nuclease family protein,20210308,-
273057,1454360,SSO_RS06585,SSO_RS06585,SSO1345,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1454361,SSO_RS06595,SSO_RS06595,SSO1346,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454364,SSO_RS06605,SSO_RS06605,SSO1349,-,-,-,IS607 family transposase,protein-coding,-,-,-,IS607 family transposase,20210308,-
273057,1454365,SSO_RS06610,SSO_RS06610,SSO1350,-,-,-,DUF1028 domain-containing protein,protein-coding,-,-,-,DUF1028 domain-containing protein,20210308,-
273057,1454366,SSO_RS06615,SSO_RS06615,SSO1351,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210308,-
273057,1454367,SSO_RS06620,SSO_RS06620,SSO1352,-,-,-,winged helix DNA-binding protein,protein-coding,-,-,-,winged helix DNA-binding protein,20210417,-
273057,1454368,SSO_RS06625,SSO_RS06625,SSO1353,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1454369,SSO_RS06630,SSO_RS06630,SSO1354,-,-,-,endoglucanase,protein-coding,-,-,-,endoglucanase,20210417,-
273057,1454370,SSO_RS06635,SSO_RS06635,SSO1355,-,-,-,amidohydrolase,protein-coding,-,-,-,amidohydrolase,20210417,-
273057,1454371,SSO_RS06640,SSO_RS06640,SSO1356,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454372,SSO_RS06645,SSO_RS06645,SSO1357,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210308,-
273057,1454373,SSO_RS06650,SSO_RS06650,SSO1359,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454374,SSO_RS06655,SSO_RS06655,SSO1360,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454375,SSO_RS06660,SSO_RS06660,SSO1361,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210417,-
273057,1454377,SSO_RS16170,SSO_RS16170,SSO1363,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454379,SSO_RS06680,SSO_RS06680,SSO1366,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454380,SSO_RS06685,SSO_RS06685,SSO1367,-,-,-,ISH3-like element ISC1439A family transposase,protein-coding,-,-,-,ISH3-like element ISC1439A family transposase,20210417,-
273057,1454381,SSO_RS06690,SSO_RS06690,SSO1368,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454382,SSO_RS06695,SSO_RS06695,SSO1369,-,-,-,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,protein-coding,-,-,-,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,20210308,-
273057,1454383,SSO_RS06700,SSO_RS06700,SSO1370,-,-,-,alpha-ketoacid dehydrogenase subunit beta,protein-coding,-,-,-,alpha-ketoacid dehydrogenase subunit beta,20210417,-
273057,1454384,SSO_RS06705,SSO_RS06705,SSO1371,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454385,SSO_RS06710,SSO_RS06710,SSO1372,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454386,SSO_RS06715,SSO_RS06715,SSO1373,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454387,SSO_RS06720,SSO_RS06720,SSO1374,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454388,SSO_RS06725,SSO_RS06725,SSO1375,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454389,SSO_RS06735,SSO_RS06735,SSO1376,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454390,SSO_RS06740,SSO_RS06740,SSO1377,-,-,-,IS5-like element ISC1234 family transposase,protein-coding,-,-,-,IS5-like element ISC1234 family transposase,20210308,-
273057,1454391,SSO_RS06745,SSO_RS06745,SSO1378,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454392,SSO_RS06750,SSO_RS06750,SSO1379,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454393,SSO_RS06755,SSO_RS06755,SSO1380,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454394,cas6,SSO_RS06760,SSO1381,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454395,SSO_RS06765,SSO_RS06765,SSO1382,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454396,SSO_RS06770,SSO_RS06770,SSO1383,-,-,-,PaREP1 family protein,protein-coding,-,-,-,PaREP1 family protein,20210417,-
273057,1454399,SSO_RS06785,SSO_RS06785,SSO1386,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454404,SSO_RS06795,SSO_RS06795,SSO1388,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454405,SSO_RS06800,SSO_RS06800,SSO1389,-,-,-,TIGR01897 family CRISPR-associated protein,protein-coding,-,-,-,TIGR01897 family CRISPR-associated protein,20210308,-
273057,1454406,cas4a,SSO_RS06810,SSO1391,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas4/Csa1,20210417,-
273057,1454407,cas4,SSO_RS06815,SSO1392,-,-,-,CRISPR-associated protein Cas4,protein-coding,-,-,-,CRISPR-associated protein Cas4,20210417,-
273057,1454408,SSO_RS06820,SSO_RS06820,SSO1393,-,-,-,putative CRISPR-associated protein,protein-coding,-,-,-,putative CRISPR-associated protein,20210308,-
273057,1454409,SSO_RS06825,SSO_RS06825,SSO1395,-,-,-,clan AA aspartic protease,protein-coding,-,-,-,clan AA aspartic protease,20210308,-
273057,1454410,SSO_RS06830,SSO_RS06830,SSO1396,-,-,-,ISH3 family transposase,protein-coding,-,-,-,ISH3 family transposase,20210320,-
273057,1454411,SSO_RS06835,SSO_RS06835,SSO1397,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1454412,SSO_RS06840,SSO_RS06840,SSO1398,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454413,cas7a,SSO_RS06845,SSO1399,-,-,-,type I-A CRISPR-associated protein Cas7/Csa2,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas7/Csa2,20210417,-
273057,1454414,cas5a,SSO_RS06850,SSO1400,-,-,-,type I-A CRISPR-associated protein Cas5,protein-coding,-,-,-,type I-A CRISPR-associated protein Cas5,20210308,-
273057,1454415,SSO_RS06855,SSO_RS06855,SSO1401,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454416,cas3,SSO_RS06860,SSO1402,-,-,-,CRISPR-associated helicase Cas3',protein-coding,-,-,-,CRISPR-associated helicase Cas3',20210417,-
273057,1454417,SSO_RS06865,SSO_RS06865,SSO1403,-,-,-,CRISPR-associated endonuclease Cas3'',protein-coding,-,-,-,CRISPR-associated endonuclease Cas3'',20210308,-
273057,1454418,cas2,SSO_RS06870,SSO1404,-,-,-,CRISPR-associated endonuclease Cas2,protein-coding,-,-,-,CRISPR-associated endonuclease Cas2,20210308,-
273057,1454419,cas1,SSO_RS06875,SSO1405,-,-,-,CRISPR-associated endonuclease Cas1,protein-coding,-,-,-,CRISPR-associated endonuclease Cas1,20210308,-
273057,1454420,cas6,SSO_RS06880,SSO1406,-,-,-,CRISPR-associated endoribonuclease Cas6,protein-coding,-,-,-,CRISPR-associated endoribonuclease Cas6,20210308,-
273057,1454423,SSO_RS06895,SSO_RS06895,SSO1409,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454424,SSO_RS06900,SSO_RS06900,SSO1410,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454425,SSO_RS06905,SSO_RS06905,SSO1412,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454426,SSO_RS06910,SSO_RS06910,SSO1413,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454427,SSO_RS06915,SSO_RS06915,SSO1414,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454428,SSO_RS06920,SSO_RS06920,SSO7998,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454431,SSO_RS06935,SSO_RS06935,SSO1418,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210417,-
273057,1454432,SSO_RS06940,SSO_RS06940,SSO1419,-,-,-,S9 family peptidase,protein-coding,-,-,-,S9 family peptidase,20210417,-
273057,1454433,SSO_RS06945,SSO_RS06945,SSO1420,-,-,-,IS5-like element ISC1234 family transposase,protein-coding,-,-,-,IS5-like element ISC1234 family transposase,20210308,-
273057,1454434,SSO_RS06950,SSO_RS06950,SSO1421,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454435,cas6,SSO_RS06960,SSO1422,-,-,-,CRISPR-associated endoribonuclease Cas6,protein-coding,-,-,-,CRISPR-associated endoribonuclease Cas6,20210308,-
273057,1454436,SSO_RS06965,SSO_RS06965,SSO1423,-,-,-,ArsR family transcriptional regulator,protein-coding,-,-,-,ArsR family transcriptional regulator,20210417,-
273057,1454437,SSO_RS06970,SSO_RS06970,SSO1424,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1454438,SSO_RS06975,SSO_RS06975,SSO1425,-,-,-,CRISPR-associated RAMP protein,protein-coding,-,-,-,CRISPR-associated RAMP protein,20210522,-
273057,1454439,SSO_RS06980,SSO_RS06980,SSO1426,-,-,-,CRISPR-associated RAMP protein,protein-coding,-,-,-,CRISPR-associated RAMP protein,20210417,-
273057,1454440,SSO_RS06985,SSO_RS06985,SSO1427,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1454441,SSO_RS06995,SSO_RS06995,SSO1428,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1454443,SSO_RS07000,SSO_RS07000,SSO1430,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
