#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
148305,3974703,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Magnaporthe grisea).,other,-,-,-,-,20190318,-
148305,41962310,PgNI_07388,PgNI_07388,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962311,PgNI_07389,PgNI_07389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962312,PgNI_07390,PgNI_07390,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962313,PgNI_07391,PgNI_07391,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962314,PgNI_07392,PgNI_07392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962315,PgNI_07393,PgNI_07393,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962316,PgNI_07394,PgNI_07394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962317,PgNI_07395,PgNI_07395,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962318,PgNI_07396,PgNI_07396,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962319,PgNI_07397,PgNI_07397,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962320,PgNI_07398,PgNI_07398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962321,PgNI_07399,PgNI_07399,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962322,PgNI_07400,PgNI_07400,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962323,PgNI_07401,PgNI_07401,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962324,PgNI_07402,PgNI_07402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962325,PgNI_07403,PgNI_07403,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962326,PgNI_07404,PgNI_07404,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962327,PgNI_07405,PgNI_07405,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962328,PgNI_07406,PgNI_07406,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962329,PgNI_07407,PgNI_07407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962330,PgNI_07408,PgNI_07408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962331,PgNI_07409,PgNI_07409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962332,PgNI_07410,PgNI_07410,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962333,PgNI_07411,PgNI_07411,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962334,PgNI_07412,PgNI_07412,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962335,PgNI_07413,PgNI_07413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962336,PgNI_07414,PgNI_07414,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962337,PgNI_07415,PgNI_07415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962338,PgNI_07416,PgNI_07416,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962339,PgNI_07417,PgNI_07417,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962340,PgNI_07418,PgNI_07418,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962341,PgNI_07419,PgNI_07419,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962342,PgNI_07420,PgNI_07420,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962343,PgNI_07421,PgNI_07421,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962344,PgNI_07422,PgNI_07422,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962345,PgNI_07423,PgNI_07423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962346,PgNI_07424,PgNI_07424,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962347,PgNI_07425,PgNI_07425,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962348,PgNI_07426,PgNI_07426,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962349,PgNI_07427,PgNI_07427,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962350,PgNI_07429,PgNI_07429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962351,PgNI_07430,PgNI_07430,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962352,PgNI_07431,PgNI_07431,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962353,PgNI_07432,PgNI_07432,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962354,PgNI_07433,PgNI_07433,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962355,PgNI_07434,PgNI_07434,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962356,PgNI_07435,PgNI_07435,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962357,PgNI_07436,PgNI_07436,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962358,PgNI_07437,PgNI_07437,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962359,PgNI_07438,PgNI_07438,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962360,PgNI_07439,PgNI_07439,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962361,PgNI_07440,PgNI_07440,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962362,PgNI_07441,PgNI_07441,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962363,PgNI_07442,PgNI_07442,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962364,PgNI_07443,PgNI_07443,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962365,PgNI_07444,PgNI_07444,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962366,PgNI_07445,PgNI_07445,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962367,PgNI_07446,PgNI_07446,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962368,PgNI_07447,PgNI_07447,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962369,PgNI_07448,PgNI_07448,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962370,PgNI_07449,PgNI_07449,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962371,PgNI_07450,PgNI_07450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962372,PgNI_07451,PgNI_07451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962373,PgNI_07452,PgNI_07452,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962374,PgNI_07453,PgNI_07453,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962375,PgNI_07454,PgNI_07454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962376,PgNI_07455,PgNI_07455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962377,PgNI_07456,PgNI_07456,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962378,PgNI_07457,PgNI_07457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962379,PgNI_07458,PgNI_07458,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962380,PgNI_07459,PgNI_07459,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962381,PgNI_07460,PgNI_07460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962382,PgNI_07461,PgNI_07461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962383,PgNI_07462,PgNI_07462,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962384,PgNI_07463,PgNI_07463,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962385,PgNI_07464,PgNI_07464,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962386,PgNI_07465,PgNI_07465,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962387,PgNI_07466,PgNI_07466,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962388,PgNI_07467,PgNI_07467,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962389,PgNI_07468,PgNI_07468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962390,PgNI_07469,PgNI_07469,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962391,PgNI_07470,PgNI_07470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962392,PgNI_07471,PgNI_07471,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962393,PgNI_07472,PgNI_07472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962394,PgNI_07473,PgNI_07473,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962395,PgNI_07474,PgNI_07474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962396,PgNI_07475,PgNI_07475,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962397,PgNI_07476,PgNI_07476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962398,PgNI_07477,PgNI_07477,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962399,PgNI_07478,PgNI_07478,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962400,PgNI_07479,PgNI_07479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962401,PgNI_07480,PgNI_07480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962402,PgNI_07481,PgNI_07481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962403,PgNI_07482,PgNI_07482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962404,PgNI_07483,PgNI_07483,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962405,PgNI_07485,PgNI_07485,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962406,PgNI_07486,PgNI_07486,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962407,PgNI_07487,PgNI_07487,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962408,PgNI_07488,PgNI_07488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962409,PgNI_07489,PgNI_07489,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962410,PgNI_07490,PgNI_07490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962411,PgNI_07491,PgNI_07491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962412,PgNI_07492,PgNI_07492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962413,PgNI_07493,PgNI_07493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962414,PgNI_07494,PgNI_07494,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962415,PgNI_07495,PgNI_07495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962416,PgNI_07496,PgNI_07496,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962417,PgNI_07497,PgNI_07497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962418,PgNI_07498,PgNI_07498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962419,PgNI_07499,PgNI_07499,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962420,PgNI_07500,PgNI_07500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962421,PgNI_07501,PgNI_07501,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962422,PgNI_07502,PgNI_07502,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962423,PgNI_07503,PgNI_07503,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962424,PgNI_07504,PgNI_07504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962425,PgNI_07505,PgNI_07505,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962426,PgNI_07507,PgNI_07507,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962427,PgNI_07508,PgNI_07508,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962428,PgNI_07509,PgNI_07509,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962429,PgNI_07510,PgNI_07510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962430,PgNI_07511,PgNI_07511,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962431,PgNI_07512,PgNI_07512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962432,PgNI_07513,PgNI_07513,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962433,PgNI_07514,PgNI_07514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962434,PgNI_07515,PgNI_07515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962435,PgNI_07516,PgNI_07516,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200926,-
148305,41962436,PgNI_07517,PgNI_07517,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962437,PgNI_07518,PgNI_07518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962438,PgNI_07519,PgNI_07519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962439,PgNI_07520,PgNI_07520,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962440,PgNI_07521,PgNI_07521,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962441,PgNI_07522,PgNI_07522,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962442,PgNI_07523,PgNI_07523,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962443,PgNI_07524,PgNI_07524,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962444,PgNI_07525,PgNI_07525,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962445,PgNI_07526,PgNI_07526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962446,PgNI_07527,PgNI_07527,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962447,PgNI_07528,PgNI_07528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962448,PgNI_07529,PgNI_07529,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962449,PgNI_07530,PgNI_07530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962450,PgNI_07531,PgNI_07531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191025,-
148305,41962451,PgNI_07532,PgNI_07532,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20191023,-
148305,41962452,PgNI_07533,PgNI_07533,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
148305,41962453,PgNI_07534,PgNI_07534,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200912,-
