#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1904413,64638734,DEU56DRAFT_10000,DEU56DRAFT_10000,-,-,Unknown,-,BET3 family protein,protein-coding,-,-,-,BET3 family protein,20210605,-
1904413,64647265,DEU56DRAFT_800456,DEU56DRAFT_800456,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647266,DEU56DRAFT_80046,DEU56DRAFT_80046,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64647267,DEU56DRAFT_800495,DEU56DRAFT_800495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647268,DEU56DRAFT_800510,DEU56DRAFT_800510,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647269,DEU56DRAFT_800536,DEU56DRAFT_800536,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647270,DEU56DRAFT_800591,DEU56DRAFT_800591,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647271,DEU56DRAFT_800596,DEU56DRAFT_800596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647272,DEU56DRAFT_800607,DEU56DRAFT_800607,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647273,DEU56DRAFT_800612,DEU56DRAFT_800612,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647274,DEU56DRAFT_800613,DEU56DRAFT_800613,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20210605,-
1904413,64647275,DEU56DRAFT_800619,DEU56DRAFT_800619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647276,DEU56DRAFT_800661,DEU56DRAFT_800661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647277,DEU56DRAFT_800676,DEU56DRAFT_800676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647278,DEU56DRAFT_800791,DEU56DRAFT_800791,-,-,Unknown,-,histidine phosphatase superfamily,protein-coding,-,-,-,histidine phosphatase superfamily,20210605,-
1904413,64647279,DEU56DRAFT_800878,DEU56DRAFT_800878,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647280,DEU56DRAFT_800917,DEU56DRAFT_800917,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647281,DEU56DRAFT_800934,DEU56DRAFT_800934,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647282,DEU56DRAFT_800936,DEU56DRAFT_800936,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647283,DEU56DRAFT_800940,DEU56DRAFT_800940,-,-,Unknown,-,uracil-DNA glycosylase-like protein,protein-coding,-,-,-,uracil-DNA glycosylase-like protein,20210605,-
1904413,64647284,DEU56DRAFT_800944,DEU56DRAFT_800944,-,-,Unknown,-,PAB-dependent poly-A-specific ribonuclease subunit PAN2,protein-coding,-,-,-,PAB-dependent poly-A-specific ribonuclease subunit PAN2,20210605,-
1904413,64647285,DEU56DRAFT_800945,DEU56DRAFT_800945,-,-,Unknown,-,PDCD5-related protein,protein-coding,-,-,-,PDCD5-related protein,20210605,-
1904413,64647286,DEU56DRAFT_800949,DEU56DRAFT_800949,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64647287,DEU56DRAFT_800986,DEU56DRAFT_800986,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647288,DEU56DRAFT_800999,DEU56DRAFT_800999,-,-,Unknown,-,FAM96B protein,protein-coding,-,-,-,FAM96B protein,20210605,-
1904413,64647289,DEU56DRAFT_801005,DEU56DRAFT_801005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647290,DEU56DRAFT_801007,DEU56DRAFT_801007,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647291,DEU56DRAFT_801013,DEU56DRAFT_801013,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647292,DEU56DRAFT_801014,DEU56DRAFT_801014,-,-,Unknown,-,nuclear transport factor 2,protein-coding,-,-,-,nuclear transport factor 2,20210605,-
1904413,64647293,DEU56DRAFT_801018,DEU56DRAFT_801018,-,-,Unknown,-,Dynamin central region-domain-containing protein,protein-coding,-,-,-,Dynamin central region-domain-containing protein,20210605,-
1904413,64647294,DEU56DRAFT_801020,DEU56DRAFT_801020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647295,DEU56DRAFT_801042,DEU56DRAFT_801042,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647296,DEU56DRAFT_801053,DEU56DRAFT_801053,-,-,Unknown,-,ribosome biogenesis protein YTM1,protein-coding,-,-,-,ribosome biogenesis protein YTM1,20210605,-
1904413,64647297,DEU56DRAFT_801054,DEU56DRAFT_801054,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647298,DEU56DRAFT_801097,DEU56DRAFT_801097,-,-,Unknown,-,Mis12-domain-containing protein,protein-coding,-,-,-,Mis12-domain-containing protein,20210605,-
1904413,64647299,DEU56DRAFT_801098,DEU56DRAFT_801098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647300,DEU56DRAFT_801108,DEU56DRAFT_801108,-,-,Unknown,-,peptide chain release factor eRF1/aRF1,protein-coding,-,-,-,peptide chain release factor eRF1/aRF1,20210605,-
1904413,64647301,DEU56DRAFT_801110,DEU56DRAFT_801110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647302,DEU56DRAFT_801112,DEU56DRAFT_801112,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647303,DEU56DRAFT_801133,DEU56DRAFT_801133,-,-,Unknown,-,"V-type ATPase, V0 complex, 116kDa subunit family",protein-coding,-,-,-,"V-type ATPase, V0 complex, 116kDa subunit family",20210605,-
1904413,64647304,DEU56DRAFT_801137,DEU56DRAFT_801137,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64647305,DEU56DRAFT_801139,DEU56DRAFT_801139,-,-,Unknown,-,peptidase M50B-like-domain-containing protein,protein-coding,-,-,-,peptidase M50B-like-domain-containing protein,20210605,-
1904413,64647306,DEU56DRAFT_801151,DEU56DRAFT_801151,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647307,DEU56DRAFT_801154,DEU56DRAFT_801154,-,-,Unknown,-,PIN domain-like protein,protein-coding,-,-,-,PIN domain-like protein,20210605,-
1904413,64647308,DEU56DRAFT_801166,DEU56DRAFT_801166,-,-,Unknown,-,beta-lactamase-like protein,protein-coding,-,-,-,beta-lactamase-like protein,20210605,-
1904413,64647309,DEU56DRAFT_801170,DEU56DRAFT_801170,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647310,DEU56DRAFT_801193,DEU56DRAFT_801193,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20210605,-
1904413,64647311,DEU56DRAFT_801200,DEU56DRAFT_801200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647312,DEU56DRAFT_801205,DEU56DRAFT_801205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647313,DEU56DRAFT_801207,DEU56DRAFT_801207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647314,DEU56DRAFT_801219,DEU56DRAFT_801219,-,-,Unknown,-,GTPase,protein-coding,-,-,-,GTPase,20210605,-
1904413,64647315,DEU56DRAFT_801220,DEU56DRAFT_801220,-,-,Unknown,-,rhamnose mutarotase,protein-coding,-,-,-,rhamnose mutarotase,20210605,-
1904413,64647316,DEU56DRAFT_80124,DEU56DRAFT_80124,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647317,DEU56DRAFT_801241,DEU56DRAFT_801241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647318,DEU56DRAFT_801272,DEU56DRAFT_801272,-,-,Unknown,-,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1,protein-coding,-,-,-,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1,20210605,-
1904413,64647319,DEU56DRAFT_801274,DEU56DRAFT_801274,-,-,Unknown,-,adenylate kinase,protein-coding,-,-,-,adenylate kinase,20210605,-
1904413,64647320,DEU56DRAFT_801306,DEU56DRAFT_801306,-,-,Unknown,-,histone H3,protein-coding,-,-,-,histone H3,20210605,-
1904413,64647321,DEU56DRAFT_801323,DEU56DRAFT_801323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647322,DEU56DRAFT_801325,DEU56DRAFT_801325,-,-,Unknown,-,AAA domain-containing protein,protein-coding,-,-,-,AAA domain-containing protein,20210605,-
1904413,64647323,DEU56DRAFT_801335,DEU56DRAFT_801335,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647324,DEU56DRAFT_801345,DEU56DRAFT_801345,-,-,Unknown,-,growth factor receptor domain-containing protein,protein-coding,-,-,-,growth factor receptor domain-containing protein,20210605,-
1904413,64647325,DEU56DRAFT_801347,DEU56DRAFT_801347,-,-,Unknown,-,phosphatase 2C-like domain-containing protein,protein-coding,-,-,-,phosphatase 2C-like domain-containing protein,20210605,-
1904413,64647326,DEU56DRAFT_801354,DEU56DRAFT_801354,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647327,DEU56DRAFT_801366,DEU56DRAFT_801366,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647328,DEU56DRAFT_801384,DEU56DRAFT_801384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647329,DEU56DRAFT_801438,DEU56DRAFT_801438,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647330,DEU56DRAFT_801457,DEU56DRAFT_801457,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647331,DEU56DRAFT_801512,DEU56DRAFT_801512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647332,DEU56DRAFT_801515,DEU56DRAFT_801515,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64647333,DEU56DRAFT_801531,DEU56DRAFT_801531,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647334,DEU56DRAFT_801536,DEU56DRAFT_801536,-,-,Unknown,-,"Mak10 subunit, NatC N-terminal acetyltransferase-domain-containing protein",protein-coding,-,-,-,"Mak10 subunit, NatC N-terminal acetyltransferase-domain-containing protein",20210605,-
1904413,64647335,DEU56DRAFT_801538,DEU56DRAFT_801538,-,-,Unknown,-,DNA glycosylase,protein-coding,-,-,-,DNA glycosylase,20210605,-
1904413,64647336,DEU56DRAFT_801557,DEU56DRAFT_801557,-,-,Unknown,-,histone acetyltransferases subunit 3-domain-containing protein,protein-coding,-,-,-,histone acetyltransferases subunit 3-domain-containing protein,20210605,-
1904413,64647337,DEU56DRAFT_801560,DEU56DRAFT_801560,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647338,DEU56DRAFT_801561,DEU56DRAFT_801561,-,-,Unknown,-,Phosphomethylpyrimidine kinase-domain-containing protein,protein-coding,-,-,-,Phosphomethylpyrimidine kinase-domain-containing protein,20210605,-
1904413,64647339,DEU56DRAFT_801624,DEU56DRAFT_801624,-,-,Unknown,-,Aspartate/glutamate/uridylate kinase,protein-coding,-,-,-,Aspartate/glutamate/uridylate kinase,20210605,-
1904413,64647340,DEU56DRAFT_80166,DEU56DRAFT_80166,-,-,Unknown,-,cytochrome c/c1 heme-lyase,protein-coding,-,-,-,cytochrome c/c1 heme-lyase,20210605,-
1904413,64647341,DEU56DRAFT_801802,DEU56DRAFT_801802,-,-,Unknown,-,aspartic peptidase domain-containing protein,protein-coding,-,-,-,aspartic peptidase domain-containing protein,20210605,-
1904413,64647342,DEU56DRAFT_801808,DEU56DRAFT_801808,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210605,-
1904413,64647343,DEU56DRAFT_801816,DEU56DRAFT_801816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647344,DEU56DRAFT_801921,DEU56DRAFT_801921,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647345,DEU56DRAFT_801932,DEU56DRAFT_801932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647346,DEU56DRAFT_801965,DEU56DRAFT_801965,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647347,DEU56DRAFT_801995,DEU56DRAFT_801995,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647348,DEU56DRAFT_802009,DEU56DRAFT_802009,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20210605,-
1904413,64647349,DEU56DRAFT_802031,DEU56DRAFT_802031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647350,DEU56DRAFT_802045,DEU56DRAFT_802045,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647351,DEU56DRAFT_802074,DEU56DRAFT_802074,-,-,Unknown,-,DNA glycosylase,protein-coding,-,-,-,DNA glycosylase,20210605,-
1904413,64647352,DEU56DRAFT_802086,DEU56DRAFT_802086,-,-,Unknown,-,argonaute-like protein,protein-coding,-,-,-,argonaute-like protein,20210605,-
1904413,64647353,DEU56DRAFT_802102,DEU56DRAFT_802102,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647354,DEU56DRAFT_802114,DEU56DRAFT_802114,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210605,-
1904413,64647355,DEU56DRAFT_802139,DEU56DRAFT_802139,-,-,Unknown,-,dephospho-CoA kinase-domain-containing protein,protein-coding,-,-,-,dephospho-CoA kinase-domain-containing protein,20210605,-
1904413,64647356,DEU56DRAFT_802148,DEU56DRAFT_802148,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647357,DEU56DRAFT_802150,DEU56DRAFT_802150,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1904413,64647358,DEU56DRAFT_802215,DEU56DRAFT_802215,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647359,DEU56DRAFT_802218,DEU56DRAFT_802218,-,-,Unknown,-,phosphatases II,protein-coding,-,-,-,phosphatases II,20210605,-
1904413,64647360,DEU56DRAFT_802240,DEU56DRAFT_802240,-,-,Unknown,-,SURF4 family-domain-containing protein,protein-coding,-,-,-,SURF4 family-domain-containing protein,20210605,-
1904413,64647361,DEU56DRAFT_802245,DEU56DRAFT_802245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647362,DEU56DRAFT_802334,DEU56DRAFT_802334,-,-,Unknown,-,Chs5p-Arf1p-binding proteins-domain-containing protein,protein-coding,-,-,-,Chs5p-Arf1p-binding proteins-domain-containing protein,20210605,-
1904413,64647363,DEU56DRAFT_802359,DEU56DRAFT_802359,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647364,DEU56DRAFT_802380,DEU56DRAFT_802380,-,-,Unknown,-,UNC-50,protein-coding,-,-,-,UNC-50,20210605,-
1904413,64647365,DEU56DRAFT_802423,DEU56DRAFT_802423,-,-,Unknown,-,atromentin synthetase,protein-coding,-,-,-,atromentin synthetase,20210605,-
1904413,64647366,DEU56DRAFT_802431,DEU56DRAFT_802431,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1904413,64647367,DEU56DRAFT_802437,DEU56DRAFT_802437,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647368,DEU56DRAFT_802482,DEU56DRAFT_802482,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647369,DEU56DRAFT_802488,DEU56DRAFT_802488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647370,DEU56DRAFT_802491,DEU56DRAFT_802491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647371,DEU56DRAFT_802503,DEU56DRAFT_802503,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1904413,64647372,DEU56DRAFT_802528,DEU56DRAFT_802528,-,-,Unknown,-,"guanine nucleotide binding protein, alpha subunit",protein-coding,-,-,-,"guanine nucleotide binding protein, alpha subunit",20210605,-
1904413,64647373,DEU56DRAFT_802558,DEU56DRAFT_802558,-,-,Unknown,-,"ATPase, V0 complex, subunit E1/e2",protein-coding,-,-,-,"ATPase, V0 complex, subunit E1/e2",20210605,-
1904413,64647374,DEU56DRAFT_802752,DEU56DRAFT_802752,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647375,DEU56DRAFT_802770,DEU56DRAFT_802770,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647376,DEU56DRAFT_802836,DEU56DRAFT_802836,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210605,-
1904413,64647377,DEU56DRAFT_802880,DEU56DRAFT_802880,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647378,DEU56DRAFT_802897,DEU56DRAFT_802897,-,-,Unknown,-,Pkinase-domain-containing protein,protein-coding,-,-,-,Pkinase-domain-containing protein,20210605,-
1904413,64647379,DEU56DRAFT_802902,DEU56DRAFT_802902,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647380,DEU56DRAFT_802953,DEU56DRAFT_802953,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647381,DEU56DRAFT_802959,DEU56DRAFT_802959,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20210605,-
1904413,64647382,DEU56DRAFT_802965,DEU56DRAFT_802965,-,-,Unknown,-,HotDog domain-containing protein,protein-coding,-,-,-,HotDog domain-containing protein,20210605,-
1904413,64647383,DEU56DRAFT_803104,DEU56DRAFT_803104,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1904413,64647384,DEU56DRAFT_803120,DEU56DRAFT_803120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647385,DEU56DRAFT_803139,DEU56DRAFT_803139,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64647386,DEU56DRAFT_803185,DEU56DRAFT_803185,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1904413,64647387,DEU56DRAFT_803230,DEU56DRAFT_803230,-,-,Unknown,-,Sodium/hydrogen exchanger,protein-coding,-,-,-,Sodium/hydrogen exchanger,20210605,-
1904413,64647388,DEU56DRAFT_803251,DEU56DRAFT_803251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647389,DEU56DRAFT_803255,DEU56DRAFT_803255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64647390,DEU56DRAFT_803287,DEU56DRAFT_803287,-,-,Unknown,-,PEBP-like protein,protein-coding,-,-,-,PEBP-like protein,20210605,-
