#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
498019,29139794,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Candida auris).,other,-,-,-,-,20210327,-
498019,40028717,CJI97_003572,CJI97_003572,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028718,CJI97_003573,CJI97_003573,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028719,CJI97_003574,CJI97_003574,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028720,CJI97_003575,CJI97_003575,-,-,Unknown,-,proline-tRNA ligase,protein-coding,-,-,-,proline-tRNA ligase,20210309,-
498019,40028721,CJI97_003576,CJI97_003576,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028722,CJI97_003577,CJI97_003577,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028723,CJI97_003578,CJI97_003578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028724,CJI97_003579,CJI97_003579,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028725,CJI97_003580,CJI97_003580,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028726,CJI97_003581,CJI97_003581,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028727,CJI97_003582,CJI97_003582,-,-,Unknown,-,"ATP synthase subunit beta, mitochondrial",protein-coding,-,-,-,"ATP synthase subunit beta, mitochondrial",20210309,-
498019,40028728,CJI97_003583,CJI97_003583,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028729,CJI97_003584,CJI97_003584,-,-,Unknown,-,pyrroline-5-carboxylate reductase,protein-coding,-,-,-,pyrroline-5-carboxylate reductase,20210309,-
498019,40028730,CJI97_003585,CJI97_003585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028731,CJI97_003586,CJI97_003586,-,-,Unknown,-,ATP-dependent RNA helicase SUB2,protein-coding,-,-,-,ATP-dependent RNA helicase SUB2,20210309,-
498019,40028732,CJI97_003587,CJI97_003587,-,-,Unknown,-,protein MET17,protein-coding,-,-,-,protein MET17,20210309,-
498019,40028733,CJI97_003588,CJI97_003588,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028734,CJI97_003589,CJI97_003589,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028735,CJI97_003590,CJI97_003590,-,-,Unknown,-,ornithine-oxo-acid transaminase,protein-coding,-,-,-,ornithine-oxo-acid transaminase,20210309,-
498019,40028736,CJI97_003591,CJI97_003591,-,-,Unknown,-,sodium/hydrogen antiporter,protein-coding,-,-,-,sodium/hydrogen antiporter,20210309,-
498019,40028737,CJI97_003592,CJI97_003592,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028738,CJI97_003593,CJI97_003593,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028739,CJI97_003594,CJI97_003594,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028740,CJI97_003595,CJI97_003595,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028741,CJI97_003596,CJI97_003596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028742,CJI97_003597,CJI97_003597,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028743,CJI97_003598,CJI97_003598,-,-,Unknown,-,diphthamide biosynthesis protein 2,protein-coding,-,-,-,diphthamide biosynthesis protein 2,20210309,-
498019,40028744,CJI97_003599,CJI97_003599,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028745,CJI97_003600,CJI97_003600,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028746,CJI97_003601,CJI97_003601,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028747,CJI97_003602,CJI97_003602,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028748,CJI97_003603,CJI97_003603,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028749,CJI97_003604,CJI97_003604,-,-,Unknown,-,histidinol-phosphate transaminase,protein-coding,-,-,-,histidinol-phosphate transaminase,20210309,-
498019,40028750,CJI97_003605,CJI97_003605,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028751,CJI97_003606,CJI97_003606,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028752,CJI97_003607,CJI97_003607,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028753,CJI97_003608,CJI97_003608,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028754,CJI97_003609,CJI97_003609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028755,CJI97_003610,CJI97_003610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028756,CJI97_003611,CJI97_003611,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028757,CJI97_003612,CJI97_003612,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028758,CJI97_003613,CJI97_003613,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028759,CJI97_003614,CJI97_003614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028760,CJI97_003615,CJI97_003615,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028761,CJI97_003616,CJI97_003616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028762,CJI97_003617,CJI97_003617,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028763,CJI97_003618,CJI97_003618,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028764,CJI97_003619,CJI97_003619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028765,CJI97_003620,CJI97_003620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028766,CJI97_003621,CJI97_003621,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028767,CJI97_003622,CJI97_003622,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028768,CJI97_003623,CJI97_003623,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028769,CJI97_003624,CJI97_003624,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028770,CJI97_003625,CJI97_003625,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028771,CJI97_003626,CJI97_003626,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028772,CJI97_003627,CJI97_003627,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028773,CJI97_003628,CJI97_003628,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028774,CJI97_003629,CJI97_003629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028775,CJI97_003630,CJI97_003630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028776,CJI97_003631,CJI97_003631,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028777,CJI97_003632,CJI97_003632,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028778,CJI97_003633,CJI97_003633,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028779,CJI97_003634,CJI97_003634,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028780,CJI97_003635,CJI97_003635,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028781,CJI97_003636,CJI97_003636,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028782,CJI97_003637,CJI97_003637,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028783,CJI97_003638,CJI97_003638,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028784,CJI97_003639,CJI97_003639,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40028785,CJI97_003640,CJI97_003640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028786,CJI97_003641,CJI97_003641,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028787,CJI97_003642,CJI97_003642,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028788,CJI97_003643,CJI97_003643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028789,CJI97_003644,CJI97_003644,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028790,CJI97_003645,CJI97_003645,-,-,Unknown,-,vanadate resistance protein,protein-coding,-,-,-,vanadate resistance protein,20210424,-
498019,40028791,CJI97_003646,CJI97_003646,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028792,CJI97_003647,CJI97_003647,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028793,CJI97_003648,CJI97_003648,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028794,CJI97_003649,CJI97_003649,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028795,CJI97_003650,CJI97_003650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028796,CJI97_003651,CJI97_003651,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028797,CJI97_003652,CJI97_003652,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028798,CJI97_003653,CJI97_003653,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028799,CJI97_003654,CJI97_003654,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028800,CJI97_003655,CJI97_003655,-,-,Unknown,-,40S ribosomal protein S4,protein-coding,-,-,-,40S ribosomal protein S4,20210309,-
498019,40028801,CJI97_003656,CJI97_003656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028802,CJI97_003657,CJI97_003657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028803,CJI97_003658,CJI97_003658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028804,CJI97_003659,CJI97_003659,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028805,CJI97_003660,CJI97_003660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028806,CJI97_003661,CJI97_003661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028807,CJI97_003662,CJI97_003662,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028808,CJI97_003663,CJI97_003663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028809,CJI97_003664,CJI97_003664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028810,CJI97_003665,CJI97_003665,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028811,CJI97_003666,CJI97_003666,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028812,CJI97_003667,CJI97_003667,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028813,CJI97_003668,CJI97_003668,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028814,CJI97_003669,CJI97_003669,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028815,CJI97_003670,CJI97_003670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028816,CJI97_003671,CJI97_003671,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028817,CJI97_003672,CJI97_003672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028818,CJI97_003673,CJI97_003673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028819,CJI97_003674,CJI97_003674,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028820,CJI97_003675,CJI97_003675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028821,CJI97_003676,CJI97_003676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028822,CJI97_003677,CJI97_003677,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028823,CJI97_003678,CJI97_003678,-,-,Unknown,-,ribosomal protein L11,protein-coding,-,-,-,ribosomal protein L11,20210424,-
498019,40028824,CJI97_003679,CJI97_003679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028825,CJI97_003680,CJI97_003680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028826,CJI97_003681,CJI97_003681,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028827,CJI97_003682,CJI97_003682,-,-,Unknown,-,glycine dehydrogenase,protein-coding,-,-,-,glycine dehydrogenase,20210309,-
498019,40028828,CJI97_003683,CJI97_003683,-,-,Unknown,-,elongation factor 1-alpha 2,protein-coding,-,-,-,elongation factor 1-alpha 2,20210309,-
498019,40028829,CJI97_003684,CJI97_003684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40028830,CJI97_003685,CJI97_003685,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028831,CJI97_003686,CJI97_003686,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028832,CJI97_003687,CJI97_003687,-,-,Unknown,-,alcohol dehydrogenase 2,protein-coding,-,-,-,alcohol dehydrogenase 2,20210309,-
498019,40028833,CJI97_003688,CJI97_003688,-,-,Unknown,-,transketolase 1,protein-coding,-,-,-,transketolase 1,20210309,-
498019,40028834,CJI97_003689,CJI97_003689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028835,CJI97_003690,CJI97_003690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028836,CJI97_003691,CJI97_003691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028837,CJI97_003692,CJI97_003692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028838,CJI97_003693,CJI97_003693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028839,CJI97_003694,CJI97_003694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028840,CJI97_003695,CJI97_003695,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028841,CJI97_003696,CJI97_003696,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028842,CJI97_003697,CJI97_003697,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028843,CJI97_003698,CJI97_003698,-,-,Unknown,-,acyl carrier protein,protein-coding,-,-,-,acyl carrier protein,20210309,-
498019,40028844,CJI97_003699,CJI97_003699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028845,CJI97_003700,CJI97_003700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028846,CJI97_003701,CJI97_003701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028847,CJI97_003702,CJI97_003702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028848,CJI97_003703,CJI97_003703,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028849,CJI97_003704,CJI97_003704,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028850,CJI97_003705,CJI97_003705,-,-,Unknown,-,pyruvate kinase,protein-coding,-,-,-,pyruvate kinase,20210309,-
498019,40028851,CJI97_003706,CJI97_003706,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028852,CJI97_003707,CJI97_003707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028853,CJI97_003708,CJI97_003708,-,-,Unknown,-,60S ribosomal protein L31-A,protein-coding,-,-,-,60S ribosomal protein L31-A,20210424,-
498019,40028854,CJI97_003709,CJI97_003709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40028855,CJI97_003710,CJI97_003710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
