#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
578459,28972427,RHOBADRAFT_10053,RHOBADRAFT_10053,-,-,Unknown,-,60S ribosomal protein L12,protein-coding,-,-,-,60S ribosomal protein L12,20200205,-
578459,28976944,RHOBADRAFT_52766,RHOBADRAFT_52766,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976945,RHOBADRAFT_52767,RHOBADRAFT_52767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976946,RHOBADRAFT_52773,RHOBADRAFT_52773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976947,RHOBADRAFT_52774,RHOBADRAFT_52774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976948,RHOBADRAFT_52776,RHOBADRAFT_52776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976949,RHOBADRAFT_52780,RHOBADRAFT_52780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976950,RHOBADRAFT_52781,RHOBADRAFT_52781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976951,RHOBADRAFT_52782,RHOBADRAFT_52782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976952,RHOBADRAFT_52783,RHOBADRAFT_52783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976953,RHOBADRAFT_52785,RHOBADRAFT_52785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976954,RHOBADRAFT_52787,RHOBADRAFT_52787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976955,RHOBADRAFT_52791,RHOBADRAFT_52791,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976956,RHOBADRAFT_52792,RHOBADRAFT_52792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976957,RHOBADRAFT_52793,RHOBADRAFT_52793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976958,RHOBADRAFT_52798,RHOBADRAFT_52798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976959,RHOBADRAFT_52801,RHOBADRAFT_52801,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976960,RHOBADRAFT_52806,RHOBADRAFT_52806,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976961,RHOBADRAFT_52807,RHOBADRAFT_52807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976962,RHOBADRAFT_52808,RHOBADRAFT_52808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976963,RHOBADRAFT_52809,RHOBADRAFT_52809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976964,RHOBADRAFT_52810,RHOBADRAFT_52810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976965,RHOBADRAFT_52812,RHOBADRAFT_52812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976966,RHOBADRAFT_52813,RHOBADRAFT_52813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976967,RHOBADRAFT_52814,RHOBADRAFT_52814,-,-,Unknown,-,glycosyltransferase family 21 protein,protein-coding,-,-,-,glycosyltransferase family 21 protein,20200205,-
578459,28976968,RHOBADRAFT_52815,RHOBADRAFT_52815,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976969,RHOBADRAFT_52816,RHOBADRAFT_52816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976970,RHOBADRAFT_52818,RHOBADRAFT_52818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976971,RHOBADRAFT_52820,RHOBADRAFT_52820,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976972,RHOBADRAFT_52826,RHOBADRAFT_52826,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976973,RHOBADRAFT_52827,RHOBADRAFT_52827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976974,RHOBADRAFT_52828,RHOBADRAFT_52828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976975,RHOBADRAFT_52829,RHOBADRAFT_52829,-,-,Unknown,-,glycosyltransferase family 10 protein,protein-coding,-,-,-,glycosyltransferase family 10 protein,20200205,-
578459,28976976,RHOBADRAFT_52830,RHOBADRAFT_52830,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976977,RHOBADRAFT_52833,RHOBADRAFT_52833,-,-,Unknown,-,glycosyltransferase family 31 protein,protein-coding,-,-,-,glycosyltransferase family 31 protein,20200205,-
578459,28976978,RHOBADRAFT_52837,RHOBADRAFT_52837,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976979,RHOBADRAFT_52839,RHOBADRAFT_52839,-,-,Unknown,-,histone acetyltransferase,protein-coding,-,-,-,histone acetyltransferase,20200205,-
578459,28976980,RHOBADRAFT_52841,RHOBADRAFT_52841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976981,RHOBADRAFT_52842,RHOBADRAFT_52842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976982,RHOBADRAFT_52844,RHOBADRAFT_52844,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976983,RHOBADRAFT_52848,RHOBADRAFT_52848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976984,RHOBADRAFT_52851,RHOBADRAFT_52851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976985,RHOBADRAFT_52852,RHOBADRAFT_52852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976986,RHOBADRAFT_52856,RHOBADRAFT_52856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976987,RHOBADRAFT_52859,RHOBADRAFT_52859,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976988,RHOBADRAFT_52860,RHOBADRAFT_52860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976989,RHOBADRAFT_52861,RHOBADRAFT_52861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976990,RHOBADRAFT_52862,RHOBADRAFT_52862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976991,RHOBADRAFT_52863,RHOBADRAFT_52863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976992,RHOBADRAFT_52864,RHOBADRAFT_52864,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976993,RHOBADRAFT_52865,RHOBADRAFT_52865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976994,RHOBADRAFT_52866,RHOBADRAFT_52866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976995,RHOBADRAFT_52867,RHOBADRAFT_52867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976996,RHOBADRAFT_52868,RHOBADRAFT_52868,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28976997,RHOBADRAFT_52870,RHOBADRAFT_52870,-,-,Unknown,-,glycoside hydrolase family 23 protein,protein-coding,-,-,-,glycoside hydrolase family 23 protein,20200205,-
578459,28976998,RHOBADRAFT_52871,RHOBADRAFT_52871,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20200205,-
578459,28976999,RHOBADRAFT_52872,RHOBADRAFT_52872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977000,RHOBADRAFT_52873,RHOBADRAFT_52873,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977001,RHOBADRAFT_52875,RHOBADRAFT_52875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977002,RHOBADRAFT_52877,RHOBADRAFT_52877,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977003,RHOBADRAFT_52879,RHOBADRAFT_52879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977004,RHOBADRAFT_52880,RHOBADRAFT_52880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977005,RHOBADRAFT_52882,RHOBADRAFT_52882,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977006,RHOBADRAFT_52884,RHOBADRAFT_52884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977007,RHOBADRAFT_52886,RHOBADRAFT_52886,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977008,RHOBADRAFT_52887,RHOBADRAFT_52887,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977009,RHOBADRAFT_52893,RHOBADRAFT_52893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977010,RHOBADRAFT_52897,RHOBADRAFT_52897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977011,RHOBADRAFT_52898,RHOBADRAFT_52898,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977012,RHOBADRAFT_52900,RHOBADRAFT_52900,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977013,RHOBADRAFT_52903,RHOBADRAFT_52903,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977014,RHOBADRAFT_52904,RHOBADRAFT_52904,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977015,RHOBADRAFT_52905,RHOBADRAFT_52905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977016,RHOBADRAFT_52907,RHOBADRAFT_52907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977017,RHOBADRAFT_52908,RHOBADRAFT_52908,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977018,RHOBADRAFT_52909,RHOBADRAFT_52909,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977019,RHOBADRAFT_52914,RHOBADRAFT_52914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977020,RHOBADRAFT_52916,RHOBADRAFT_52916,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977021,RHOBADRAFT_52918,RHOBADRAFT_52918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977022,RHOBADRAFT_52920,RHOBADRAFT_52920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977023,RHOBADRAFT_52921,RHOBADRAFT_52921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977024,RHOBADRAFT_52923,RHOBADRAFT_52923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977025,RHOBADRAFT_52925,RHOBADRAFT_52925,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977026,RHOBADRAFT_52926,RHOBADRAFT_52926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977027,RHOBADRAFT_52927,RHOBADRAFT_52927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977028,RHOBADRAFT_52929,RHOBADRAFT_52929,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977029,RHOBADRAFT_52930,RHOBADRAFT_52930,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977030,RHOBADRAFT_52933,RHOBADRAFT_52933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977031,RHOBADRAFT_52935,RHOBADRAFT_52935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977032,RHOBADRAFT_52936,RHOBADRAFT_52936,-,-,Unknown,-,glycoside hydrolase family 5 protein,protein-coding,-,-,-,glycoside hydrolase family 5 protein,20200205,-
578459,28977033,RHOBADRAFT_52937,RHOBADRAFT_52937,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977034,RHOBADRAFT_52938,RHOBADRAFT_52938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977035,RHOBADRAFT_52939,RHOBADRAFT_52939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977036,RHOBADRAFT_52941,RHOBADRAFT_52941,-,-,Unknown,-,glycoside hydrolase family 2 protein,protein-coding,-,-,-,glycoside hydrolase family 2 protein,20200205,-
578459,28977037,RHOBADRAFT_52949,RHOBADRAFT_52949,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977038,RHOBADRAFT_52950,RHOBADRAFT_52950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977039,RHOBADRAFT_52951,RHOBADRAFT_52951,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977040,RHOBADRAFT_52955,RHOBADRAFT_52955,-,-,Unknown,-,glycosyltransferase family 47 protein,protein-coding,-,-,-,glycosyltransferase family 47 protein,20200205,-
578459,28977041,RHOBADRAFT_52956,RHOBADRAFT_52956,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977042,RHOBADRAFT_52959,RHOBADRAFT_52959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977043,RHOBADRAFT_52962,RHOBADRAFT_52962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977044,RHOBADRAFT_52963,RHOBADRAFT_52963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977045,RHOBADRAFT_52965,RHOBADRAFT_52965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977046,RHOBADRAFT_52966,RHOBADRAFT_52966,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977047,RHOBADRAFT_52967,RHOBADRAFT_52967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977048,RHOBADRAFT_52969,RHOBADRAFT_52969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977049,RHOBADRAFT_52974,RHOBADRAFT_52974,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977050,RHOBADRAFT_52977,RHOBADRAFT_52977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977051,RHOBADRAFT_52982,RHOBADRAFT_52982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977052,RHOBADRAFT_52985,RHOBADRAFT_52985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977053,RHOBADRAFT_52986,RHOBADRAFT_52986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977054,RHOBADRAFT_52992,RHOBADRAFT_52992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977055,RHOBADRAFT_52995,RHOBADRAFT_52995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977056,RHOBADRAFT_52996,RHOBADRAFT_52996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977057,RHOBADRAFT_52999,RHOBADRAFT_52999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977058,RHOBADRAFT_53000,RHOBADRAFT_53000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977059,RHOBADRAFT_53001,RHOBADRAFT_53001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977060,RHOBADRAFT_53002,RHOBADRAFT_53002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977061,RHOBADRAFT_53003,RHOBADRAFT_53003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977062,RHOBADRAFT_53004,RHOBADRAFT_53004,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977063,RHOBADRAFT_53005,RHOBADRAFT_53005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977064,RHOBADRAFT_53007,RHOBADRAFT_53007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977065,RHOBADRAFT_53008,RHOBADRAFT_53008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977066,RHOBADRAFT_53010,RHOBADRAFT_53010,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977067,RHOBADRAFT_53012,RHOBADRAFT_53012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977068,RHOBADRAFT_53013,RHOBADRAFT_53013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977069,RHOBADRAFT_53014,RHOBADRAFT_53014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977070,RHOBADRAFT_53015,RHOBADRAFT_53015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977071,RHOBADRAFT_53017,RHOBADRAFT_53017,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977072,RHOBADRAFT_53018,RHOBADRAFT_53018,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977073,RHOBADRAFT_53019,RHOBADRAFT_53019,-,-,Unknown,-,glycosyltransferase family 31 protein,protein-coding,-,-,-,glycosyltransferase family 31 protein,20200205,-
578459,28977074,RHOBADRAFT_53022,RHOBADRAFT_53022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977075,RHOBADRAFT_53023,RHOBADRAFT_53023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977076,RHOBADRAFT_53024,RHOBADRAFT_53024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977077,RHOBADRAFT_53025,RHOBADRAFT_53025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977078,RHOBADRAFT_53028,RHOBADRAFT_53028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977079,RHOBADRAFT_53029,RHOBADRAFT_53029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977080,RHOBADRAFT_53030,RHOBADRAFT_53030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977081,RHOBADRAFT_53031,RHOBADRAFT_53031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977082,RHOBADRAFT_53032,RHOBADRAFT_53032,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977083,RHOBADRAFT_53035,RHOBADRAFT_53035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977084,RHOBADRAFT_53041,RHOBADRAFT_53041,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977085,RHOBADRAFT_53042,RHOBADRAFT_53042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977086,RHOBADRAFT_53046,RHOBADRAFT_53046,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977087,RHOBADRAFT_53049,RHOBADRAFT_53049,-,-,Unknown,-,glycoside hydrolase family 43 protein,protein-coding,-,-,-,glycoside hydrolase family 43 protein,20200205,-
578459,28977088,RHOBADRAFT_53050,RHOBADRAFT_53050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977089,RHOBADRAFT_53051,RHOBADRAFT_53051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28977090,RHOBADRAFT_53053,RHOBADRAFT_53053,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
