#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392243,54414118,P152DRAFT_100491,P152DRAFT_100491,-,-,Unknown,-,eukaryotic translation initiation factor 4E,protein-coding,-,-,-,eukaryotic translation initiation factor 4E,20210313,-
1392243,54418372,P152DRAFT_444344,P152DRAFT_444344,-,-,Unknown,-,eukaryotic translation initiation factor 5A,protein-coding,-,-,-,eukaryotic translation initiation factor 5A,20210313,-
1392243,54418373,P152DRAFT_444369,P152DRAFT_444369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418374,P152DRAFT_444376,P152DRAFT_444376,-,-,Unknown,-,subtilisin-like protein,protein-coding,-,-,-,subtilisin-like protein,20210313,-
1392243,54418375,P152DRAFT_444403,P152DRAFT_444403,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418376,P152DRAFT_444472,P152DRAFT_444472,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54418377,P152DRAFT_444487,P152DRAFT_444487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418378,P152DRAFT_444488,P152DRAFT_444488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418379,P152DRAFT_444523,P152DRAFT_444523,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210313,-
1392243,54418380,P152DRAFT_444544,P152DRAFT_444544,-,-,Unknown,-,putative oxidoreductase,protein-coding,-,-,-,putative oxidoreductase,20210313,-
1392243,54418381,P152DRAFT_444553,P152DRAFT_444553,-,-,Unknown,-,SET domain-containing protein,protein-coding,-,-,-,SET domain-containing protein,20210313,-
1392243,54418382,P152DRAFT_444557,P152DRAFT_444557,-,-,Unknown,-,phospholipase C/P1 nuclease,protein-coding,-,-,-,phospholipase C/P1 nuclease,20210313,-
1392243,54418383,P152DRAFT_444576,P152DRAFT_444576,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210313,-
1392243,54418384,P152DRAFT_444588,P152DRAFT_444588,-,-,Unknown,-,Ran-binding-domain-containing protein,protein-coding,-,-,-,Ran-binding-domain-containing protein,20210313,-
1392243,54418385,P152DRAFT_444675,P152DRAFT_444675,-,-,Unknown,-,ABC transporter domain-containing protein,protein-coding,-,-,-,ABC transporter domain-containing protein,20210313,-
1392243,54418386,P152DRAFT_444682,P152DRAFT_444682,-,-,Unknown,-,DEAD-domain-containing protein,protein-coding,-,-,-,DEAD-domain-containing protein,20210313,-
1392243,54418387,P152DRAFT_444687,P152DRAFT_444687,-,-,Unknown,-,DUF427-domain-containing protein,protein-coding,-,-,-,DUF427-domain-containing protein,20210313,-
1392243,54418388,P152DRAFT_444699,P152DRAFT_444699,-,-,Unknown,-,U1 snRNP splicing complex subunit,protein-coding,-,-,-,U1 snRNP splicing complex subunit,20210313,-
1392243,54418389,P152DRAFT_444768,P152DRAFT_444768,-,-,Unknown,-,dihydroxyacetone kinase,protein-coding,-,-,-,dihydroxyacetone kinase,20210313,-
1392243,54418390,P152DRAFT_444776,P152DRAFT_444776,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210313,-
1392243,54418391,P152DRAFT_444835,P152DRAFT_444835,-,-,Unknown,-,SGNH hydrolase,protein-coding,-,-,-,SGNH hydrolase,20210313,-
1392243,54418392,P152DRAFT_444872,P152DRAFT_444872,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20210313,-
1392243,54418393,P152DRAFT_444920,P152DRAFT_444920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418394,P152DRAFT_444972,P152DRAFT_444972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418395,P152DRAFT_445003,P152DRAFT_445003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418396,P152DRAFT_445007,P152DRAFT_445007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418397,P152DRAFT_445033,P152DRAFT_445033,-,-,Unknown,-,ribosomal protein S5,protein-coding,-,-,-,ribosomal protein S5,20210313,-
1392243,54418398,P152DRAFT_445041,P152DRAFT_445041,-,-,Unknown,-,mitochondrial 37S ribosomal protein S8,protein-coding,-,-,-,mitochondrial 37S ribosomal protein S8,20210313,-
1392243,54418399,P152DRAFT_445050,P152DRAFT_445050,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418400,P152DRAFT_445059,P152DRAFT_445059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418401,P152DRAFT_445067,P152DRAFT_445067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418402,P152DRAFT_445123,P152DRAFT_445123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418403,P152DRAFT_445135,P152DRAFT_445135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418404,P152DRAFT_445159,P152DRAFT_445159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418405,P152DRAFT_445160,P152DRAFT_445160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418406,P152DRAFT_445174,P152DRAFT_445174,-,-,Unknown,-,FolC bifunctional protein,protein-coding,-,-,-,FolC bifunctional protein,20210313,-
1392243,54418407,P152DRAFT_445201,P152DRAFT_445201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418408,P152DRAFT_445227,P152DRAFT_445227,-,-,Unknown,-,charged multivesicular body protein-like protein 6,protein-coding,-,-,-,charged multivesicular body protein-like protein 6,20210313,-
1392243,54418409,P152DRAFT_445231,P152DRAFT_445231,-,-,Unknown,-,aromatic compound dioxygenase,protein-coding,-,-,-,aromatic compound dioxygenase,20210313,-
1392243,54418410,P152DRAFT_445249,P152DRAFT_445249,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210313,-
1392243,54418411,P152DRAFT_445250,P152DRAFT_445250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418412,P152DRAFT_445280,P152DRAFT_445280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418413,P152DRAFT_445287,P152DRAFT_445287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418414,P152DRAFT_44529,P152DRAFT_44529,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418415,P152DRAFT_445293,P152DRAFT_445293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418416,P152DRAFT_445318,P152DRAFT_445318,-,-,Unknown,-,N-terminal nucleophile aminohydrolase,protein-coding,-,-,-,N-terminal nucleophile aminohydrolase,20210313,-
1392243,54418417,P152DRAFT_44533,P152DRAFT_44533,-,-,Unknown,-,"putative beta-1,6-glucan boisynthesis protein",protein-coding,-,-,-,"putative beta-1,6-glucan boisynthesis protein",20210313,-
1392243,54418418,P152DRAFT_445337,P152DRAFT_445337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418419,P152DRAFT_445345,P152DRAFT_445345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418420,P152DRAFT_445354,P152DRAFT_445354,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54418421,P152DRAFT_445356,P152DRAFT_445356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418422,P152DRAFT_445376,P152DRAFT_445376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418423,P152DRAFT_445379,P152DRAFT_445379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418424,P152DRAFT_445384,P152DRAFT_445384,-,-,Unknown,-,delta-1-pyrroline-5-carboxylate dehydrogenase 1,protein-coding,-,-,-,delta-1-pyrroline-5-carboxylate dehydrogenase 1,20210313,-
1392243,54418425,P152DRAFT_445388,P152DRAFT_445388,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210313,-
1392243,54418426,P152DRAFT_445438,P152DRAFT_445438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418427,P152DRAFT_445440,P152DRAFT_445440,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418428,P152DRAFT_445455,P152DRAFT_445455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418429,P152DRAFT_445484,P152DRAFT_445484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418430,P152DRAFT_445498,P152DRAFT_445498,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418431,P152DRAFT_445512,P152DRAFT_445512,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418432,P152DRAFT_445546,P152DRAFT_445546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418433,P152DRAFT_445578,P152DRAFT_445578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418434,P152DRAFT_445582,P152DRAFT_445582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418435,P152DRAFT_445588,P152DRAFT_445588,-,-,Unknown,-,GTP-binding protein,protein-coding,-,-,-,GTP-binding protein,20210313,-
1392243,54418436,P152DRAFT_445597,P152DRAFT_445597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418437,P152DRAFT_445625,P152DRAFT_445625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418438,P152DRAFT_445651,P152DRAFT_445651,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418439,P152DRAFT_445681,P152DRAFT_445681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418440,P152DRAFT_445710,P152DRAFT_445710,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418441,P152DRAFT_445744,P152DRAFT_445744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418442,P152DRAFT_445748,P152DRAFT_445748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418443,P152DRAFT_445782,P152DRAFT_445782,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418444,P152DRAFT_445798,P152DRAFT_445798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418445,P152DRAFT_445816,P152DRAFT_445816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418446,P152DRAFT_445818,P152DRAFT_445818,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54418447,P152DRAFT_445843,P152DRAFT_445843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418448,P152DRAFT_445853,P152DRAFT_445853,-,-,Unknown,-,flavo protein subunit of succinate dehydrogenase,protein-coding,-,-,-,flavo protein subunit of succinate dehydrogenase,20210313,-
1392243,54418449,P152DRAFT_445854,P152DRAFT_445854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418450,P152DRAFT_445869,P152DRAFT_445869,-,-,Unknown,-,putative polyubiquitin binding protein,protein-coding,-,-,-,putative polyubiquitin binding protein,20210313,-
1392243,54418451,P152DRAFT_445876,P152DRAFT_445876,-,-,Unknown,-,amino acid permease 2,protein-coding,-,-,-,amino acid permease 2,20210313,-
1392243,54418452,P152DRAFT_445878,P152DRAFT_445878,-,-,Unknown,-,60S ribosomal protein-like protein L18,protein-coding,-,-,-,60S ribosomal protein-like protein L18,20210313,-
1392243,54418453,P152DRAFT_445906,P152DRAFT_445906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418454,P152DRAFT_445918,P152DRAFT_445918,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210313,-
1392243,54418455,P152DRAFT_445946,P152DRAFT_445946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418456,P152DRAFT_445954,P152DRAFT_445954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418457,P152DRAFT_445968,P152DRAFT_445968,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418458,P152DRAFT_445994,P152DRAFT_445994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418459,P152DRAFT_445998,P152DRAFT_445998,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418460,P152DRAFT_446002,P152DRAFT_446002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418461,P152DRAFT_446008,P152DRAFT_446008,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418462,P152DRAFT_446014,P152DRAFT_446014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418463,P152DRAFT_446027,P152DRAFT_446027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418464,P152DRAFT_446037,P152DRAFT_446037,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418465,P152DRAFT_446045,P152DRAFT_446045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418466,P152DRAFT_446070,P152DRAFT_446070,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418467,P152DRAFT_446084,P152DRAFT_446084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418468,P152DRAFT_446085,P152DRAFT_446085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418469,P152DRAFT_446088,P152DRAFT_446088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418470,P152DRAFT_446100,P152DRAFT_446100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418471,P152DRAFT_446107,P152DRAFT_446107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418472,P152DRAFT_446114,P152DRAFT_446114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418473,P152DRAFT_446116,P152DRAFT_446116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418474,P152DRAFT_446124,P152DRAFT_446124,-,-,Unknown,-,ribosomal protein L13,protein-coding,-,-,-,ribosomal protein L13,20210313,-
1392243,54418475,P152DRAFT_446132,P152DRAFT_446132,-,-,Unknown,-,RNA-binding domain-containing protein,protein-coding,-,-,-,RNA-binding domain-containing protein,20210313,-
1392243,54418476,P152DRAFT_446151,P152DRAFT_446151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418477,P152DRAFT_446156,P152DRAFT_446156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418478,P152DRAFT_446176,P152DRAFT_446176,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418479,P152DRAFT_446195,P152DRAFT_446195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418480,P152DRAFT_446200,P152DRAFT_446200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418481,P152DRAFT_446202,P152DRAFT_446202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418482,P152DRAFT_446240,P152DRAFT_446240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418483,P152DRAFT_446261,P152DRAFT_446261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418484,P152DRAFT_446279,P152DRAFT_446279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418485,P152DRAFT_446287,P152DRAFT_446287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418486,P152DRAFT_446317,P152DRAFT_446317,-,-,Unknown,-,RNA polymerase Rpc34,protein-coding,-,-,-,RNA polymerase Rpc34,20210313,-
1392243,54418487,P152DRAFT_446332,P152DRAFT_446332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418488,P152DRAFT_446334,P152DRAFT_446334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418489,P152DRAFT_446345,P152DRAFT_446345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418490,P152DRAFT_446348,P152DRAFT_446348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418491,P152DRAFT_446384,P152DRAFT_446384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418492,P152DRAFT_446422,P152DRAFT_446422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418493,P152DRAFT_446432,P152DRAFT_446432,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418494,P152DRAFT_446438,P152DRAFT_446438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418495,P152DRAFT_446515,P152DRAFT_446515,-,-,Unknown,-,"DNA primase, large subunit",protein-coding,-,-,-,"DNA primase, large subunit",20210313,-
1392243,54418496,P152DRAFT_446546,P152DRAFT_446546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418497,P152DRAFT_446611,P152DRAFT_446611,-,-,Unknown,-,putative FAD-dependent oxidase,protein-coding,-,-,-,putative FAD-dependent oxidase,20210313,-
1392243,54418498,P152DRAFT_446615,P152DRAFT_446615,-,-,Unknown,-,SWIB-domain-containing protein,protein-coding,-,-,-,SWIB-domain-containing protein,20210313,-
1392243,54418499,P152DRAFT_446634,P152DRAFT_446634,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418500,P152DRAFT_446642,P152DRAFT_446642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418501,P152DRAFT_446645,P152DRAFT_446645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54418502,P152DRAFT_446646,P152DRAFT_446646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418503,P152DRAFT_446679,P152DRAFT_446679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418504,P152DRAFT_446681,P152DRAFT_446681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418505,P152DRAFT_446685,P152DRAFT_446685,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54418506,P152DRAFT_446691,P152DRAFT_446691,-,-,Unknown,-,DUF1446-domain-containing protein,protein-coding,-,-,-,DUF1446-domain-containing protein,20210313,-
1392243,54418507,P152DRAFT_446696,P152DRAFT_446696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
