#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
301207,54440093,BU25DRAFT_100067,BU25DRAFT_100067,-,-,Unknown,-,Xanthine/uracil permease,protein-coding,-,-,-,Xanthine/uracil permease,20210320,-
301207,54447404,BU25DRAFT_413469,BU25DRAFT_413469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447405,BU25DRAFT_413474,BU25DRAFT_413474,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447406,BU25DRAFT_413483,BU25DRAFT_413483,-,-,Unknown,-,pre-rRNA-processing protein-like protein TSR2,protein-coding,-,-,-,pre-rRNA-processing protein-like protein TSR2,20210320,-
301207,54447407,BU25DRAFT_413484,BU25DRAFT_413484,-,-,Unknown,-,BSD-domain-containing protein,protein-coding,-,-,-,BSD-domain-containing protein,20210320,-
301207,54447408,BU25DRAFT_413487,BU25DRAFT_413487,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447409,BU25DRAFT_413502,BU25DRAFT_413502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447410,BU25DRAFT_413505,BU25DRAFT_413505,-,-,Unknown,-,50S ribosomal protein L33,protein-coding,-,-,-,50S ribosomal protein L33,20210313,-
301207,54447411,BU25DRAFT_413507,BU25DRAFT_413507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447412,BU25DRAFT_413510,BU25DRAFT_413510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447413,BU25DRAFT_413514,BU25DRAFT_413514,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54447414,BU25DRAFT_413515,BU25DRAFT_413515,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447415,BU25DRAFT_413536,BU25DRAFT_413536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447416,BU25DRAFT_413544,BU25DRAFT_413544,-,-,Unknown,-,actin depolymerizing protein,protein-coding,-,-,-,actin depolymerizing protein,20210320,-
301207,54447417,BU25DRAFT_413547,BU25DRAFT_413547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447418,BU25DRAFT_413549,BU25DRAFT_413549,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447419,BU25DRAFT_413551,BU25DRAFT_413551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447420,BU25DRAFT_413554,BU25DRAFT_413554,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447421,BU25DRAFT_413555,BU25DRAFT_413555,-,-,Unknown,-,FMN-dependent alpha-hydroxy acid dehydrogenase,protein-coding,-,-,-,FMN-dependent alpha-hydroxy acid dehydrogenase,20210320,-
301207,54447422,BU25DRAFT_413567,BU25DRAFT_413567,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447423,BU25DRAFT_413578,BU25DRAFT_413578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447424,BU25DRAFT_413584,BU25DRAFT_413584,-,-,Unknown,-,DUF1000-domain-containing protein,protein-coding,-,-,-,DUF1000-domain-containing protein,20210320,-
301207,54447425,BU25DRAFT_413587,BU25DRAFT_413587,-,-,Unknown,-,4-coumarate-CoA ligase-like protein,protein-coding,-,-,-,4-coumarate-CoA ligase-like protein,20210320,-
301207,54447426,BU25DRAFT_413588,BU25DRAFT_413588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447427,BU25DRAFT_413589,BU25DRAFT_413589,-,-,Unknown,-,RBP11-like subunits of RNA polymerase,protein-coding,-,-,-,RBP11-like subunits of RNA polymerase,20210320,-
301207,54447428,BU25DRAFT_413591,BU25DRAFT_413591,-,-,Unknown,-,peroxisome biosynthesis protein-like protein,protein-coding,-,-,-,peroxisome biosynthesis protein-like protein,20210320,-
301207,54447429,BU25DRAFT_413595,BU25DRAFT_413595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447430,BU25DRAFT_413602,BU25DRAFT_413602,-,-,Unknown,-,xylose isomerase-like protein,protein-coding,-,-,-,xylose isomerase-like protein,20210320,-
301207,54447431,BU25DRAFT_413610,BU25DRAFT_413610,-,-,Unknown,-,HSP20-like chaperone,protein-coding,-,-,-,HSP20-like chaperone,20210320,-
301207,54447432,BU25DRAFT_413616,BU25DRAFT_413616,-,-,Unknown,-,RhoGAP-domain-containing protein,protein-coding,-,-,-,RhoGAP-domain-containing protein,20210320,-
301207,54447433,BU25DRAFT_413621,BU25DRAFT_413621,-,-,Unknown,-,Trm112p-domain-containing protein,protein-coding,-,-,-,Trm112p-domain-containing protein,20210320,-
301207,54447434,BU25DRAFT_413623,BU25DRAFT_413623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447435,BU25DRAFT_413625,BU25DRAFT_413625,-,-,Unknown,-,dihydrodipicolinate synthetase family protein-like protein,protein-coding,-,-,-,dihydrodipicolinate synthetase family protein-like protein,20210320,-
301207,54447436,BU25DRAFT_413632,BU25DRAFT_413632,-,-,Unknown,-,proteasome subunit beta type-3,protein-coding,-,-,-,proteasome subunit beta type-3,20210320,-
301207,54447437,BU25DRAFT_413633,BU25DRAFT_413633,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
301207,54447438,BU25DRAFT_413635,BU25DRAFT_413635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447439,BU25DRAFT_413638,BU25DRAFT_413638,-,-,Unknown,-,barren,protein-coding,-,-,-,barren,20210320,-
301207,54447440,BU25DRAFT_413639,BU25DRAFT_413639,-,-,Unknown,-,sodium/calcium exchanger protein-like protein,protein-coding,-,-,-,sodium/calcium exchanger protein-like protein,20210320,-
301207,54447441,BU25DRAFT_413640,BU25DRAFT_413640,-,-,Unknown,-,PR-1-like protein,protein-coding,-,-,-,PR-1-like protein,20210320,-
301207,54447442,BU25DRAFT_413649,BU25DRAFT_413649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447443,BU25DRAFT_413650,BU25DRAFT_413650,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447444,BU25DRAFT_413653,BU25DRAFT_413653,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447445,BU25DRAFT_413654,BU25DRAFT_413654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447446,BU25DRAFT_413657,BU25DRAFT_413657,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447447,BU25DRAFT_413664,BU25DRAFT_413664,-,-,Unknown,-,FAD-binding domain-containing protein,protein-coding,-,-,-,FAD-binding domain-containing protein,20210320,-
301207,54447448,BU25DRAFT_413672,BU25DRAFT_413672,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447449,BU25DRAFT_413674,BU25DRAFT_413674,-,-,Unknown,-,Cloroperoxidase,protein-coding,-,-,-,Cloroperoxidase,20210320,-
301207,54447450,BU25DRAFT_413679,BU25DRAFT_413679,-,-,Unknown,-,"arabinogalactan endo-1,4-beta-galactosidase",protein-coding,-,-,-,"arabinogalactan endo-1,4-beta-galactosidase",20210320,-
301207,54447451,BU25DRAFT_413680,BU25DRAFT_413680,-,-,Unknown,-,zf-CSL-domain-containing protein,protein-coding,-,-,-,zf-CSL-domain-containing protein,20210320,-
301207,54447452,BU25DRAFT_413683,BU25DRAFT_413683,-,-,Unknown,-,lactonase,protein-coding,-,-,-,lactonase,20210320,-
301207,54447453,BU25DRAFT_413687,BU25DRAFT_413687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447454,BU25DRAFT_413689,BU25DRAFT_413689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447455,BU25DRAFT_413691,BU25DRAFT_413691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447456,BU25DRAFT_413697,BU25DRAFT_413697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447457,BU25DRAFT_413700,BU25DRAFT_413700,-,-,Unknown,-,NUC189-domain-containing protein,protein-coding,-,-,-,NUC189-domain-containing protein,20210320,-
301207,54447458,BU25DRAFT_413701,BU25DRAFT_413701,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447459,BU25DRAFT_413704,BU25DRAFT_413704,-,-,Unknown,-,TIP49-domain-containing protein,protein-coding,-,-,-,TIP49-domain-containing protein,20210320,-
301207,54447460,BU25DRAFT_413705,BU25DRAFT_413705,-,-,Unknown,-,DUF1674-domain-containing protein,protein-coding,-,-,-,DUF1674-domain-containing protein,20210320,-
301207,54447461,BU25DRAFT_413711,BU25DRAFT_413711,-,-,Unknown,-,mitochondrial co-chaperone-like protein GrpE,protein-coding,-,-,-,mitochondrial co-chaperone-like protein GrpE,20210320,-
301207,54447462,BU25DRAFT_413714,BU25DRAFT_413714,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447463,BU25DRAFT_413721,BU25DRAFT_413721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447464,BU25DRAFT_413732,BU25DRAFT_413732,-,-,Unknown,-,mitochondrial aspartate aminotransferas-like protein,protein-coding,-,-,-,mitochondrial aspartate aminotransferas-like protein,20210320,-
301207,54447465,BU25DRAFT_413733,BU25DRAFT_413733,-,-,Unknown,-,histidine containing phosphotransmitter protein,protein-coding,-,-,-,histidine containing phosphotransmitter protein,20210320,-
301207,54447466,BU25DRAFT_413735,BU25DRAFT_413735,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447467,BU25DRAFT_413739,BU25DRAFT_413739,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20210320,-
301207,54447468,BU25DRAFT_413740,BU25DRAFT_413740,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447469,BU25DRAFT_413743,BU25DRAFT_413743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447470,BU25DRAFT_413747,BU25DRAFT_413747,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447471,BU25DRAFT_413762,BU25DRAFT_413762,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210320,-
301207,54447472,BU25DRAFT_413763,BU25DRAFT_413763,-,-,Unknown,-,"NuA4 histone acetyltransferase complex, Eaf3/MRG15 subunit",protein-coding,-,-,-,"NuA4 histone acetyltransferase complex, Eaf3/MRG15 subunit",20210320,-
301207,54447473,BU25DRAFT_413765,BU25DRAFT_413765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447474,BU25DRAFT_413769,BU25DRAFT_413769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447475,BU25DRAFT_413774,BU25DRAFT_413774,-,-,Unknown,-,ribosomal protein L16,protein-coding,-,-,-,ribosomal protein L16,20210320,-
301207,54447476,BU25DRAFT_413775,BU25DRAFT_413775,-,-,Unknown,-,"DNA replication factor C, large subunit",protein-coding,-,-,-,"DNA replication factor C, large subunit",20210320,-
301207,54447477,BU25DRAFT_413779,BU25DRAFT_413779,-,-,Unknown,-,glutathione S-transferas-like protein,protein-coding,-,-,-,glutathione S-transferas-like protein,20210320,-
301207,54447478,BU25DRAFT_413780,BU25DRAFT_413780,-,-,Unknown,-,V-snare-domain-containing protein,protein-coding,-,-,-,V-snare-domain-containing protein,20210320,-
301207,54447479,BU25DRAFT_413784,BU25DRAFT_413784,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447480,BU25DRAFT_413787,BU25DRAFT_413787,-,-,Unknown,-,HIRA-interacting protein 5,protein-coding,-,-,-,HIRA-interacting protein 5,20210320,-
301207,54447481,BU25DRAFT_413788,BU25DRAFT_413788,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447482,BU25DRAFT_413789,BU25DRAFT_413789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447483,BU25DRAFT_413793,BU25DRAFT_413793,-,-,Unknown,-,40S ribosomal protein S6-B,protein-coding,-,-,-,40S ribosomal protein S6-B,20210320,-
301207,54447484,BU25DRAFT_413794,BU25DRAFT_413794,-,-,Unknown,-,Calcipressin-domain-containing protein,protein-coding,-,-,-,Calcipressin-domain-containing protein,20210320,-
301207,54447485,BU25DRAFT_413796,BU25DRAFT_413796,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210320,-
301207,54447486,BU25DRAFT_413798,BU25DRAFT_413798,-,-,Unknown,-,phenylalanyl-tRNA synthetase mitochondrial precursor,protein-coding,-,-,-,phenylalanyl-tRNA synthetase mitochondrial precursor,20210320,-
301207,54447487,BU25DRAFT_413805,BU25DRAFT_413805,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447488,BU25DRAFT_413806,BU25DRAFT_413806,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447489,BU25DRAFT_413807,BU25DRAFT_413807,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447490,BU25DRAFT_413808,BU25DRAFT_413808,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210320,-
301207,54447491,BU25DRAFT_413809,BU25DRAFT_413809,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447492,BU25DRAFT_413815,BU25DRAFT_413815,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447493,BU25DRAFT_413819,BU25DRAFT_413819,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447494,BU25DRAFT_413825,BU25DRAFT_413825,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447495,BU25DRAFT_413830,BU25DRAFT_413830,-,-,Unknown,-,multidrug resistance-associated protein 1,protein-coding,-,-,-,multidrug resistance-associated protein 1,20210320,-
301207,54447496,BU25DRAFT_413839,BU25DRAFT_413839,-,-,Unknown,-,ribosomal protein L28e,protein-coding,-,-,-,ribosomal protein L28e,20210320,-
301207,54447497,BU25DRAFT_413843,BU25DRAFT_413843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447498,BU25DRAFT_413844,BU25DRAFT_413844,-,-,Unknown,-,Pet127-domain-containing protein,protein-coding,-,-,-,Pet127-domain-containing protein,20210320,-
301207,54447499,BU25DRAFT_413849,BU25DRAFT_413849,-,-,Unknown,-,zinc finger protein-like protein OZF,protein-coding,-,-,-,zinc finger protein-like protein OZF,20210320,-
301207,54447500,BU25DRAFT_413853,BU25DRAFT_413853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447501,BU25DRAFT_413854,BU25DRAFT_413854,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447502,BU25DRAFT_413855,BU25DRAFT_413855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447503,BU25DRAFT_413858,BU25DRAFT_413858,-,-,Unknown,-,glycosyltransferase family 8 protein,protein-coding,-,-,-,glycosyltransferase family 8 protein,20210320,-
301207,54447504,BU25DRAFT_413862,BU25DRAFT_413862,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447505,BU25DRAFT_413863,BU25DRAFT_413863,-,-,Unknown,-,alpha/beta hydrolase fold-3 domain-containing protein,protein-coding,-,-,-,alpha/beta hydrolase fold-3 domain-containing protein,20210320,-
301207,54447506,BU25DRAFT_413865,BU25DRAFT_413865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447507,BU25DRAFT_413867,BU25DRAFT_413867,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447508,BU25DRAFT_413871,BU25DRAFT_413871,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447509,BU25DRAFT_413875,BU25DRAFT_413875,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447510,BU25DRAFT_413878,BU25DRAFT_413878,-,-,Unknown,-,DUF1766-domain-containing protein,protein-coding,-,-,-,DUF1766-domain-containing protein,20210320,-
301207,54447511,BU25DRAFT_413880,BU25DRAFT_413880,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
301207,54447512,BU25DRAFT_413893,BU25DRAFT_413893,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447513,BU25DRAFT_413894,BU25DRAFT_413894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447514,BU25DRAFT_413896,BU25DRAFT_413896,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447515,BU25DRAFT_413912,BU25DRAFT_413912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447516,BU25DRAFT_413914,BU25DRAFT_413914,-,-,Unknown,-,imidazoleglycerol-phosphate dehydratase-like protein,protein-coding,-,-,-,imidazoleglycerol-phosphate dehydratase-like protein,20210320,-
301207,54447517,BU25DRAFT_413917,BU25DRAFT_413917,-,-,Unknown,-,"NADH dehydrogenase, alpha subcomplex, subunit 6",protein-coding,-,-,-,"NADH dehydrogenase, alpha subcomplex, subunit 6",20210320,-
301207,54447518,BU25DRAFT_413923,BU25DRAFT_413923,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210320,-
301207,54447519,BU25DRAFT_413927,BU25DRAFT_413927,-,-,Unknown,-,cyclophilin-like protein,protein-coding,-,-,-,cyclophilin-like protein,20210320,-
301207,54447520,BU25DRAFT_413930,BU25DRAFT_413930,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210320,-
301207,54447521,BU25DRAFT_413933,BU25DRAFT_413933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447522,BU25DRAFT_413935,BU25DRAFT_413935,-,-,Unknown,-,glycoside hydrolase family 131 protein,protein-coding,-,-,-,glycoside hydrolase family 131 protein,20210320,-
301207,54447523,BU25DRAFT_413941,BU25DRAFT_413941,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447524,BU25DRAFT_413944,BU25DRAFT_413944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447525,BU25DRAFT_413945,BU25DRAFT_413945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447526,BU25DRAFT_413946,BU25DRAFT_413946,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447527,BU25DRAFT_413947,BU25DRAFT_413947,-,-,Unknown,-,ribosomal protein L35Ae,protein-coding,-,-,-,ribosomal protein L35Ae,20210320,-
301207,54447528,BU25DRAFT_413949,BU25DRAFT_413949,-,-,Unknown,-,glucose-6-phosphate dehydrogenase,protein-coding,-,-,-,glucose-6-phosphate dehydrogenase,20210320,-
301207,54447529,BU25DRAFT_413950,BU25DRAFT_413950,-,-,Unknown,-,D-3-phosphoglycerate dehydrogenase-like protein,protein-coding,-,-,-,D-3-phosphoglycerate dehydrogenase-like protein,20210320,-
301207,54447530,BU25DRAFT_413952,BU25DRAFT_413952,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447531,BU25DRAFT_413954,BU25DRAFT_413954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54447532,BU25DRAFT_413959,BU25DRAFT_413959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447533,BU25DRAFT_413960,BU25DRAFT_413960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54447534,BU25DRAFT_413964,BU25DRAFT_413964,-,-,Unknown,-,Aldo/keto reductase,protein-coding,-,-,-,Aldo/keto reductase,20210320,-
301207,54447535,BU25DRAFT_413971,BU25DRAFT_413971,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
